rank,city,state,population,latitude,longitude
329,St. George,UT,99958,37.104153,-113.5841313
330,San Angelo,TX,99667,31.4649685,-100.4405094
331,Kenosha,WI,99286,42.5846773,-87.8212263
332,Federal Way,WA,99037,47.313494,-122.3393103
333,Roanoke,VA,98865,37.270973,-79.9414313
334,New Braunfels,TX,98857,29.7028266,-98.1257348
335,Vista,CA,98655,33.2000368,-117.2425355
336,Albany,NY,98617,42.6511674,-73.754968
337,Beaverton,OR,98216,45.4871723,-122.80378
338,Orem,UT,97861,40.2981599,-111.6944313
339,Portsmouth,VA,97840,36.8444196,-76.3532998
340,Yuma,AZ,97093,32.665135,-114.4760316
341,Yakima,WA,96578,46.601557,-120.510842
342,Suffolk,VA,96194,36.7282096,-76.5835703
343,Sunrise,FL,96021,26.1471902,-80.32966129
344,Boca Raton,FL,95787,26.3586885,-80.0830984
345,Deltona,FL,95782,28.9005446,-81.2636738
346,Tracy,CA,95387,37.7385507,-121.4201395
347,Edmond,OK,95341,35.6571367,-97.4649038
348,Lawrence,KS,95256,38.9719384,-95.2359496
349,Fayetteville,AR,95230,36.0625843,-94.1574328
350,Sandy,UT,95050,40.5710454,-111.8953815
351,San Marcos,CA,94926,33.1433723,-117.1661449
352,Reading,PA,94844,40.335345,-75.9279495
353,Livonia,MI,94422,42.36837,-83.3527097
354,Conroe,TX,94400,30.3118769,-95.4560512
355,Asheville,NC,94067,35.6009498,-82.5540161
356,Erie,PA,93999,42.1294712,-80.0852695
357,Fall River,MA,93884,41.7010642,-71.1546367
358,Palm Coast,FL,93833,29.5541432,-81.2207673
359,O'Fallon,MO,93644,38.7910374,-90.7039107
360,Compton,CA,93597,33.894927,-118.226624
361,Carson,CA,93535,33.8322043,-118.2517547
362,Redding,CA,93462,40.5863563,-122.391675
363,Plantation,FL,92986,26.12744855,-80.25779068
364,Chino,CA,92975,34.0133561,-117.690075
365,Hoover,AL,92589,33.4092646,-86.66217961
366,Roswell,GA,92530,34.02332,-84.360022
367,Mission Viejo,CA,92449,33.5965685,-117.659405
368,Mount Pleasant,SC,92398,32.7940651,-79.8625851
369,Bellingham,WA,92289,48.7544012,-122.4788361
370,Fort Myers,FL,92245,26.640628,-81.8723084
371,Kirkland,WA,92107,47.6859573,-122.1920249
372,Norwalk,CT,91194,41.1175966,-73.4078968
373,South Gate,CA,91154,33.9463456,-118.200981
374,Nashua,NH,91124,42.7656251,-71.4677032
375,Santa Monica,CA,91105,34.0194704,-118.4912273
376,Lawton,OK,91055,34.6086854,-98.3903305
377,Avondale,AZ,90564,33.4355977,-112.349602
378,Trenton,NJ,90457,40.2170575,-74.7429463
379,Hemet,CA,90436,33.7475203,-116.9719684
380,Indio,CA,90416,33.743765,-116.2233152
381,Westminster,CA,90195,33.7578725,-117.9859054
382,Fort Smith,AR,89576,35.3784666,-94.3996456
383,Clifton,NJ,89367,40.8584328,-74.1637553
384,Merced,CA,89308,37.1641544,-120.7678602
385,Bloomington,MN,89298,44.8322405,-93.3204872
386,Champaign,IL,89114,40.1164841,-88.2430932
387,San Leandro,CA,88868,37.7249296,-122.1560768
388,Greenville,NC,88728,35.613224,-77.3724593
389,Waukegan,IL,88614,42.3636331,-87.8447938
390,Lawrence,MA,88508,42.7070354,-71.1631137
391,Santa Barbara,CA,88255,34.4221319,-119.7026673
392,Santa Fe,NM,88193,35.6876096,-105.9384569
393,Springdale,AR,87609,36.1867442,-94.1288142
394,Newton,MA,87453,42.3370414,-71.2092214
395,Citrus Heights,CA,87402,38.7071247,-121.2810611
396,San Ramon,CA,86947,37.7648021,-121.9544387
397,Bryan,TX,86866,30.6743643,-96.3699632
398,Troy,MI,86836,42.6055893,-83.1499304
399,Livermore,CA,86803,37.6820583,-121.7680531
400,Ogden,UT,86798,41.2230048,-111.9738429
401,Danbury,CT,86759,41.394817,-73.4540111
402,Duluth,MN,86372,46.7729322,-92.1251218
403,Medford,OR,86367,42.3264181,-122.8718605
404,Deerfield Beach,FL,86339,26.318342,-80.0996306
405,Mission,TX,86223,26.2159066,-98.3252932
406,Hawthorne,CA,86091,33.9188589,-118.3483256
407,Manteca,CA,85792,37.7986184,-121.2117148
408,Lake Forest,CA,85742,33.6469261,-117.6859213
409,Auburn,WA,85699,47.3075369,-122.2301808
410,Sioux City,IA,85617,42.4966815,-96.4058782
411,Franklin,TN,85469,35.925206,-86.8689419
412,Temple,TX,85416,31.098207,-97.3427847
413,Whittier,CA,85311,33.9708782,-118.0308396
414,Melbourne,FL,85064,28.106471,-80.6371513
415,Newport Beach,CA,84792,33.6170092,-117.9294401
416,Brooklyn Park,MN,84526,45.1004807,-93.3443585
417,Westland,MI,84515,42.3238056,-83.4005321
418,Kennewick,WA,84488,46.2087066,-119.1199192
419,Farmington Hills,MI,83292,42.4853125,-83.3771553
420,Layton,UT,83291,41.0751048,-111.9741925
421,Cicero,IL,83161,41.8455398,-87.7540199
422,Buena Park,CA,83011,33.870413,-117.9962165
423,Warwick,RI,83011,41.7002024,-71.4161108
424,Cranston,RI,82566,41.7809588,-71.4371257
425,Baytown,TX,82480,29.7355047,-94.9774274
426,Largo,FL,82341,27.9094665,-82.7873244
427,Johns Creek,GA,82065,34.0181557,-84.190196
428,Longview,TX,81762,32.5007031,-94.74049
429,Redwood City,CA,81643,37.4863239,-122.232523
430,New Rochelle,NY,81587,40.9115386,-73.7826363
431,Mountain View,CA,81516,37.3893889,-122.0832101
432,Warner Robins,GA,81446,32.6200973,-83.606568
433,Folsom,CA,81224,38.6779591,-121.1760583
434,Alhambra,CA,81211,34.093042,-118.12706
435,Gastonia,NC,81161,35.2622158,-81.1838794
436,Lake Charles,LA,81097,30.2265949,-93.2173759
437,Miami Beach,FL,80671,25.7929198,-80.1353006
438,Flint,MI,80628,43.0161693,-83.6900211
439,Lakewood,CA,80611,33.8503463,-118.1171914
440,Homestead,FL,80528,25.4718946,-80.4759905
441,Rancho Cordova,CA,80413,38.567526,-121.2232054
442,South Jordan,UT,80139,40.5584882,-111.9367107
443,Boynton Beach,FL,80089,26.5256179,-80.0666026
444,North Port,FL,80021,27.044224,-82.2359254
445,Parma,OH,79982,41.3822398,-81.7355692
446,Lehi,UT,79978,40.3881114,-111.8486019
447,Bloomington,IN,79968,39.1670396,-86.5342881
448,Perris,CA,79835,33.7825194,-117.2286478
449,Plymouth,MN,79828,45.0065149,-93.46651
450,Somerville,MA,79815,42.3875968,-71.0994968
451,Pharr,TX,79697,26.1947962,-98.1836216
452,Frederick,MD,79588,39.415779,-77.4127562
453,Kissimmee,FL,79436,28.2918995,-81.4075838
454,Tustin,CA,79430,33.7458511,-117.826166
455,Jonesboro,AR,79324,35.8428646,-90.7034522
456,Upland,CA,79274,34.09751,-117.6483876
457,Milpitas,CA,79066,37.4282771,-121.9069256
458,Lynchburg,VA,79009,37.4137536,-79.1422464
459,Pasco,WA,78871,46.2306739,-119.0921006
460,Napa,CA,78818,38.2971367,-122.2855293
461,Cedar Park,TX,78693,30.5217116,-97.827833
462,Chino Hills,CA,78665,33.9926803,-117.760056
463,Auburn,AL,78564,32.6098566,-85.4807825
464,Bloomington,IL,78283,40.4797828,-88.9939147
465,Pleasanton,CA,78252,37.6624312,-121.8746789
466,Evanston,IL,77517,42.0447388,-87.6930459
467,Bellflower,CA,77408,33.8825705,-118.1167679
468,Flower Mound,TX,77243,33.0283854,-97.0867203
469,Loveland,CO,77194,40.3977612,-105.0749801
470,Racine,WI,77127,42.7260523,-87.7825242
471,Schaumburg,IL,77082,42.0333608,-88.083406
472,Woodbury,MN,76990,44.919896,-92.9339449
473,Flagstaff,AZ,76989,35.1987522,-111.6518229
474,Hammond,IN,76984,41.5833658,-87.500043
475,Wyoming,MI,76749,42.9132581,-85.7057035
476,Pittsburg,CA,76544,38.0181745,-121.8901232
477,Alameda,CA,76362,37.6090291,-121.899142
478,Redmond,WA,76354,47.6694141,-122.1238767
479,Castle Rock,CO,76353,39.3722552,-104.8586826
480,Apple Valley,CA,76224,34.5008311,-117.1858759
481,Rapid City,SD,76184,44.0869329,-103.2274481
482,Rochester Hills,MI,76028,42.6583661,-83.1499322
483,Arlington Heights,IL,76000,42.0811563,-87.9802164
484,Doral,FL,75966,25.8195424,-80.3553302
485,Southfield,MI,75898,42.4733689,-83.2218731
486,Scranton,PA,75874,41.4086874,-75.6621294
487,Bethlehem,PA,75624,40.6178915,-75.3786521
488,Georgetown,TX,75420,30.6326942,-97.6772311
489,Pawtucket,RI,75387,41.878711,-71.3825558
490,Broomfield,CO,75325,39.9403995,-105.0520809
491,Appleton,WI,74854,44.2613967,-88.4069744
492,Missouri City,TX,74850,29.6185669,-95.5377215
493,Missoula,MT,74822,46.8701049,-113.995267
494,Iowa City,IA,74596,41.6612561,-91.5299106
495,Daytona Beach,FL,74437,29.2108147,-81.0228331
496,Mansfield,TX,74368,32.5631924,-97.1416768
497,Bismarck,ND,74138,46.808327,-100.783739
498,Rock Hill,SC,74102,34.9248667,-81.0250784
499,New Britain,CT,73841,41.6612104,-72.7795419
500,Bolingbrook,IL,73597,41.7003302,-88.0717708
501,Bowling Green,KY,73529,36.9903199,-86.4436018
502,Lauderhill,FL,73458,26.1403635,-80.2133808
503,Redlands,CA,73288,34.0550328,-117.1827445
504,Kalamazoo,MI,73257,42.291707,-85.5872286
505,Rocklin,CA,72975,38.7907339,-121.2357828
506,Jacksonville,NC,72876,34.7494749,-77.4208221
507,Lakeville,MN,72812,44.650051,-93.2432791
508,Turlock,CA,72682,37.4946568,-120.8465941
509,Mount Vernon,NY,72581,40.9125815,-73.8370786
510,Gulfport,MS,72105,30.3674198,-89.0928155
511,Greenville,SC,72095,34.851354,-82.3984882
512,Harlingen,TX,71925,26.1907543,-97.6960599
513,Camden,NJ,71773,39.9448402,-75.1198911
514,Dublin,CA,71674,37.7021521,-121.9357918
515,St. Joseph,MO,71602,39.7686055,-94.8466322
516,Lake Elsinore,CA,71563,33.6680772,-117.3272615
517,Tamarac,FL,71541,26.2048464,-80.2708048
518,Eastvale,CA,71375,33.9747067,-117.566541
519,Johnson City,TN,71278,36.3134398,-82.3534728
520,Framingham,MA,71265,42.3095704,-71.4413097
521,Waukesha,WI,71256,43.0053145,-88.2473643
522,Dothan,AL,71175,31.2237434,-85.3933906
523,Marysville,WA,71144,48.0517429,-122.1768209
524,Rogers,AR,71112,36.3320197,-94.1185366
525,Blaine,MN,70935,45.1607987,-93.2349489
