rank,city,state,population,latitude,longitude
95,Grand Rapids,MI,197937,42.9632405,-85.6678639
96,Richmond,VA,197742,37.5385087,-77.43428
97,Spokane,WA,196917,47.6571934,-117.4235106
98,Yonkers,NY,196221,40.9312099,-73.8987469
99,Boise City,ID,195589,43.6166163,-116.200886
100,Glendale,CA,195315,34.1469416,-118.2478471
101,Augusta-Richmond County,GA,195048,33.4709714,-81.9748429
102,Orlando,FL,194723,28.5421109,-81.3790304
103,Tacoma,WA,193878,47.2495798,-122.4398746
104,Irving,TX,191939,32.8295183,-96.9442177
105,Modesto,CA,190177,37.6390972,-120.9968782
106,Huntington Beach,CA,190003,33.6783336,-118.0000166
107,Arlington,VA,189527,38.8769326,-77.0893094
108,San Bernardino,CA,189019,34.8253019,-116.0833144
109,Durham,NC,188870,35.9825698,-78.90918653
110,Columbus,GA,186505,32.4610708,-84.9880449
111,Jackson,MS,185260,32.2990021,-90.1847691
112,Reno,NV,183973,39.5261206,-119.8126581
113,Little Rock,AR,183374,34.7465071,-92.2896267
114,Salt Lake City,UT,181779,40.7596198,-111.8867975
115,Newport News,VA,180267,36.9775016,-76.42977
116,Chandler,AZ,179577,33.3061605,-111.84125
117,Laredo,TX,179492,27.5236998,-99.497352
118,Henderson,NV,179241,36.0301134,-114.9826194
119,Knoxville,TN,176273,35.9603948,-83.9210261
120,Chula Vista,CA,175608,32.6400541,-117.0841955
121,Amarillo,TX,174015,35.2072185,-101.8338246
122,Providence,RI,173861,41.8239891,-71.4128343
123,Worcester,MA,172500,42.2625621,-71.8018877
124,Oxnard,CA,171614,34.1976308,-119.1803818
125,Fort Lauderdale,FL,171099,26.1223084,-80.1433786
126,Dayton,OH,165804,39.7589478,-84.1916069
127,Garden Grove,CA,165407,33.7746292,-117.9463717
128,Oceanside,CA,161945,33.1958696,-117.3794834
129,Huntsville,AL,160097,34.729847,-86.5859011
130,Tempe,AZ,158860,33.4255056,-111.9400091
131,Ontario,CA,158664,34.065846,-117.6484304
132,Chattanooga,TN,156770,35.0457219,-85.3094883
133,Santa Clarita,CA,155628,34.3916641,-118.542586
134,Tallahassee,FL,152967,30.4380832,-84.2809332
135,Springfield,MO,152231,37.2166779,-93.2920373
136,Springfield,MA,151895,42.1018764,-72.5886727
137,Rockford,IL,151826,42.2713945,-89.093966
138,Overland Park,KS,151705,38.9742502,-94.6851702
139,Paterson,NJ,149309,40.9167654,-74.171811
140,Santa Rosa,CA,149276,38.4404925,-122.7141049
141,Pomona,CA,148112,34.0553813,-117.7517496
142,Kansas City,KS,146790,39.100105,-94.5781416
143,Fontana,CA,146735,34.0922335,-117.435048
144,Irvine,CA,146689,33.6856969,-117.8259819
145,Vancouver,WA,146574,45.6306954,-122.6744557
146,Hampton,VA,146424,37.0300969,-76.3452057
147,Syracuse,NY,146070,43.0481221,-76.1474244
148,Aurora,IL,144476,41.7571701,-88.3147539
149,Lakewood,CO,144410,39.7085736,-105.0846694
150,Salinas,CA,143497,36.6744117,-121.6550372
151,Brownsville,TX,143368,25.9140256,-97.4890856
152,Moreno Valley,CA,143256,33.937517,-117.2305944
153,Pasadena,TX,141958,29.6910625,-95.2091006
154,Hayward,CA,140996,37.6688205,-122.080796
155,Hollywood,FL,139703,26.0112014,-80.1494901
156,Bridgeport,CT,139650,41.1670412,-73.2048348
157,Eugene,OR,139096,44.0505054,-123.0950506
158,Pembroke Pines,FL,138241,26.0031465,-80.223937
159,Torrance,CA,138231,33.8358492,-118.3406288
160,Warren,MI,138096,42.4932575,-83.0062746
161,Salem,OR,137910,44.9391565,-123.033121
162,Pasadena,CA,134540,34.1476452,-118.1444779
163,Escondido,CA,134316,33.1216751,-117.0814849
164,Savannah,GA,132726,32.0809263,-81.0911768
165,Sunnyvale,CA,131826,37.3688301,-122.036349
166,Orange,CA,129921,33.7500378,-117.8704931
167,Alexandria,VA,129424,38.8051095,-77.0470229
168,Naperville,IL,129335,41.7728699,-88.1479278
169,Rancho Cucamonga,CA,129134,34.1279268,-117.5643221
170,Corona,CA,129012,33.8752945,-117.5664449
171,Grand Prairie,TX,128082,32.7459645,-96.9977846
172,Fullerton,CA,126514,33.8739385,-117.9243399
173,Sioux Falls,SD,125598,43.5460587,-96.7313928
174,Mesquite,TX,125021,32.7666103,-96.599472
175,Flint,MI,124741,43.0161693,-83.6900211
176,Sterling Heights,MI,124670,42.5803122,-83.0302033
177,Hartford,CT,124178,41.764582,-72.6908547
178,New Haven,CT,123759,41.3082138,-72.9250518
179,Topeka,KS,123386,39.049011,-95.677556
180,Concord,CA,122278,37.9768525,-122.0335624
181,Cedar Rapids,IA,121836,41.9758872,-91.6704053
182,Evansville,IN,121289,37.9747645,-87.5558483
183,Elizabeth,NJ,120822,40.6639916,-74.2107006
184,Fort Collins,CO,120062,40.5508527,-105.0668085
185,Coral Springs,FL,119733,26.271192,-80.2706044
186,Columbia,SC,119370,38.88974405,-77.04086076
187,Lansing,MI,119309,42.7337712,-84.5553805
188,Lancaster,CA,119147,34.6981064,-118.1366153
189,North Las Vegas,NV,117984,36.2005843,-115.121584
190,Palmdale,CA,117528,34.5793131,-118.1171108
191,Stamford,CT,117483,41.0534302,-73.5387341
192,Thousand Oaks,CA,117472,34.1705609,-118.8375937
193,Vallejo,CA,117360,38.1040864,-122.2566367
194,Gilbert,AZ,117306,33.3527632,-111.7890373
195,El Monte,CA,116204,34.0751571,-118.036849
196,Abilene,TX,115871,32.44645,-99.7475905
197,Ann Arbor,MI,114639,42.2681569,-83.7312291
198,Waco,TX,114627,31.549333,-97.1466695
199,Independence,MO,113581,39.0924792,-94.4137923
200,Beaumont,TX,113502,30.0860459,-94.1018461
201,Peoria,IL,113028,40.6938609,-89.5891008
202,Gainesville,FL,112997,29.6519684,-82.3249846
203,Inglewood,CA,112723,33.9562003,-118.353132
204,Bellevue,WA,112480,47.6144219,-122.192337
205,Springfield,IL,112236,39.7990175,-89.6439575
206,Simi Valley,CA,111973,34.2677404,-118.7538071
207,Lafayette,LA,111910,30.2043259,-92.0298813
208,Peoria,AZ,110950,33.5806115,-112.237294
209,Carrollton,TX,110247,32.9537349,-96.8902816
210,Clearwater,FL,109527,27.9658533,-82.8001026
211,Costa Mesa,CA,109467,33.6636611,-117.9194652
212,West Valley City,UT,109235,40.6967254,-111.9868211
213,South Bend,IN,108359,41.6833813,-86.2500066
214,Joliet,IL,108230,41.5263603,-88.0840212
215,Downey,CA,107482,33.942215,-118.1235646
216,Waterbury,CT,107311,41.5538091,-73.0438362
217,Manchester,NH,107227,42.9956397,-71.4547891
218,McAllen,TX,107030,26.204114,-98.2300605
219,Allentown,PA,106595,40.6022059,-75.4712794
220,Provo,UT,105664,40.2337289,-111.6587085
221,West Covina,CA,105282,34.0471735,-117.8963243
222,Lowell,MA,105181,42.6334247,-71.3161718
223,Norwalk,CA,104564,33.9092802,-118.0849169
224,Wichita Falls,TX,104120,33.9137085,-98.4933873
225,Clarksville,TN,103944,36.5277607,-87.3588703
226,Erie,PA,103659,42.1294712,-80.0852695
227,Daly City,CA,103617,37.6904826,-122.47267
228,Cape Coral,FL,103337,26.6059432,-81.9806771
229,Berkeley,CA,103027,37.8753497,-122.2396336
230,Green Bay,WI,102797,44.5126379,-88.0125794
231,Gary,IN,102489,41.6020962,-87.3370647
232,Centennial,CO,102439,39.579155,-104.8769227
233,Santa Clara,CA,102388,37.2333253,-121.6846349
234,Arvada,CO,102253,39.8005505,-105.0811573
235,Pueblo,CO,102133,38.2544472,-104.609141
236,Cambridge,MA,101683,42.3750997,-71.1056157
237,Westminster,CO,101346,39.8366528,-105.0372046
238,San Buenaventura (Ventura),CA,101231,34.3640573,-119.3110159
239,Miami Gardens,FL,100758,25.9423108,-80.23976495
240,Athens-Clarke County,GA,100748,33.9458693,-83.3557816
241,Livonia,MI,100659,42.36837,-83.3527097
242,Burbank,CA,100468,34.1816482,-118.3258554
243,Portsmouth,VA,100432,36.8444196,-76.3532998
244,Pompano Beach,FL,100326,26.2378597,-80.1247667
245,Richmond,CA,99628,37.9357576,-122.347748
246,Charleston,SC,99014,32.7876012,-79.9402728
247,Davenport,IA,98228,41.5236436,-90.5776368
248,Dearborn,MI,97842,42.3222599,-83.1763145
249,Cary,NC,97411,35.7882893,-78.7812081
250,Macon,GA,97073,32.8406946,-83.6324022
251,Fairfield,CA,96830,38.2493581,-122.039966
252,Norman,OK,96821,35.2225717,-97.4394816
253,South Gate,CA,96538,33.9463456,-118.200981
254,Everett,WA,96294,47.9673056,-122.201399
255,Visalia,CA,95616,36.3302284,-119.2920585
256,El Cajon,CA,95085,32.7947731,-116.962526
257,Midland,TX,95004,32.02393955,-102.0964892
258,Elgin,IL,94914,42.03726,-88.2810994
259,Roanoke,VA,94806,37.270973,-79.9414313
260,Boulder,CO,94598,40.0149856,-105.270545
261,Albany,NY,94546,42.6511674,-73.754968
262,Brockton,MA,94455,42.0834335,-71.0183787
263,New Bedford,MA,93896,41.6362152,-70.934205
264,Olathe,KS,93880,38.8838856,-94.81887
265,Compton,CA,93651,33.894927,-118.226624
266,Mission Viejo,CA,93608,33.5965685,-117.659405
267,Rialto,CA,92806,34.1064001,-117.3703235
268,San Mateo,CA,92709,37.496904,-122.3330573
269,Lawton,OK,92559,34.6086854,-98.3903305
270,Richardson,TX,92281,32.9481789,-96.7297206
271,Fall River,MA,92116,41.7010642,-71.1546367
272,Billings,MT,91950,45.7874957,-108.49607
273,Antioch,CA,91547,38.0049214,-121.805789
274,Kenosha,WI,91180,42.5846773,-87.8212263
275,Fargo,ND,90951,46.877229,-96.789821
276,Gresham,OR,90633,45.4997475,-122.4309766
277,Odessa,TX,90527,31.8457149,-102.367687
278,Killeen,TX,90144,31.1171441,-97.727796
279,Carson,CA,89985,33.8322043,-118.2517547
280,Vista,CA,89957,33.2000368,-117.2425355
281,Wilmington,NC,89765,34.2257282,-77.9447107
282,Santa Barbara,CA,89573,34.4221319,-119.7026673
283,Vacaville,CA,89443,38.3565773,-121.9877444
284,Rochester,MN,89374,44.0234387,-92.4630182
285,Lynn,MA,89210,42.466763,-70.9494939
286,Port St. Lucie,FL,89175,27.2939333,-80.3503283
287,Sandy,UT,89012,40.5710454,-111.8953815
288,San Angelo,TX,88427,31.4649685,-100.4405094
289,Waukegan,IL,88352,42.3636331,-87.8447938
290,Quincy,MA,88351,42.2509914,-71.0037374
291,Westminster,CA,88253,33.7578725,-117.9859054
292,Miami Beach,FL,88055,25.7929198,-80.1353006
293,Nashua,NH,86788,42.7656251,-71.4677032
294,Westland,MI,86699,42.3238056,-83.4005321
295,High Point,NC,86609,35.9556924,-80.0053176
296,Duluth,MN,86238,46.7729322,-92.1251218
297,Sunrise,FL,86071,26.1471902,-80.32966129
298,Columbia,MO,85986,38.9464035,-92.34846316
299,Warwick,RI,85947,41.7002024,-71.4161108
300,Parma,OH,85528,41.3822398,-81.7355692
301,Cicero,IL,85485,41.8455398,-87.7540199
302,Trenton,NJ,85407,40.2170575,-74.7429463
303,Citrus Heights,CA,85371,38.7071247,-121.2810611
304,Alhambra,CA,85177,34.093042,-118.12706
305,Federal Way,WA,85173,47.313494,-122.3393103
306,Bloomington,MN,85132,44.8322405,-93.3204872
307,Lakeland,FL,85067,28.0394654,-81.9498042
308,Sioux City,IA,84965,42.4966815,-96.4058782
309,Sandy Springs,GA,84963,33.9242688,-84.3785379
310,Tyler,TX,84449,32.3512601,-95.3010624
311,Orem,UT,84420,40.2981599,-111.6944313
312,Santa Monica,CA,84363,34.0194704,-118.4912273
313,Hawthorne,CA,84215,33.9188589,-118.3483256
314,Whittier,CA,83821,33.9708782,-118.0308396
315,Newton,MA,83788,42.3370414,-71.2092214
316,Denton,TX,83641,33.1838787,-97.1413417
317,Yakima,WA,83469,46.601557,-120.510842
318,Thornton,CO,83269,39.8695516,-104.985181
319,Boca Raton,FL,83146,26.3586885,-80.0830984
320,Plantation,FL,83085,26.12744855,-80.25779068
321,Norwalk,CT,83061,41.1175966,-73.4078968
322,West Palm Beach,FL,82879,26.715364,-80.0532942
323,Hammond,IN,82826,41.5833658,-87.500043
324,Davie,FL,82202,26.0628665,-80.2331038
325,Farmington Hills,MI,82049,42.4853125,-83.3771553
326,Decatur,IL,81912,39.8454163,-88.9524151
327,Racine,WI,81871,42.7260523,-87.7825242
328,Youngstown,OH,81720,41.1035786,-80.6520161
329,Elk Grove,CA,81684,38.4087993,-121.3716178
330,North Charleston,SC,81668,32.9131295,-80.0629982
331,Roswell,GA,81599,34.02332,-84.360022
332,Redding,CA,81392,40.5863563,-122.391675
333,Reading,PA,81309,40.335345,-75.9279495
334,Roseville,CA,81298,38.7521235,-121.2880059
335,Troy,MI,80999,42.6055893,-83.1499304
336,Canton,OH,80904,40.7985464,-81.3749508
337,Spokane Valley,WA,80869,47.6571104,-117.2613936
338,Fort Smith,AR,80698,35.3784666,-94.3996456
339,Broken Arrow,OK,80686,36.0185695,-95.79088215
340,Kent,WA,80609,47.3826903,-122.2270272
341,Lawrence,KS,80558,38.9719384,-95.2359496
342,Beaverton,OR,79913,45.4871723,-122.80378
343,Camden,NJ,79780,39.9448402,-75.1198911
344,San Leandro,CA,79749,37.7249296,-122.1560768
345,Palm Bay,FL,79625,27.9946969,-80.6366144
346,West Jordan,UT,79483,40.6061308,-111.9396586
347,Cranston,RI,79435,41.7809588,-71.4371257
348,Lakewood,CA,79434,33.8503463,-118.1171914
349,Carlsbad,CA,79417,33.1580933,-117.3505966
350,Yuma,AZ,79090,32.665135,-114.4760316
351,Clifton,NJ,79078,40.8584328,-74.1637553
352,Newport Beach,CA,79032,33.6170092,-117.9294401
353,Tuscaloosa,AL,78689,33.2095614,-87.5675258
354,Lewisville,TX,78399,33.046233,-96.994174
355,Greeley,CO,78385,40.4233142,-104.7091322
356,Southfield,MI,78314,42.4733689,-83.2218731
357,Santa Maria,CA,78071,34.9531295,-120.4358577
358,Buena Park,CA,78063,33.870413,-117.9962165
359,Ogden,UT,77548,41.2230048,-111.9738429
360,Somerville,MA,77510,42.3875968,-71.0994968
361,Chico,CA,77093,39.7284945,-121.8374777
362,Kalamazoo,MI,77017,42.291707,-85.5872286
363,Albany,GA,76707,31.5782062,-84.1556809
364,Arlington Heights,IL,76514,42.0811563,-87.9802164
365,Lake Forest,CA,76075,33.6469261,-117.6859213
366,Baldwin Park,CA,75961,34.0854739,-117.9611761
367,Scranton,PA,75851,41.4086874,-75.6621294
368,Redwood City,CA,75446,37.4863239,-122.232523
369,Schaumburg,IL,75310,42.0333608,-88.083406
370,Danbury,CT,75112,41.394817,-73.4540111
371,Miramar,FL,74554,25.9873137,-80.2322706
372,Largo,FL,74539,27.9094665,-82.7873244
373,Deerfield Beach,FL,74424,26.318342,-80.0996306
374,Evanston,IL,74147,42.0447388,-87.6930459
375,St. Joseph,MO,74078,39.7686055,-94.8466322
376,Livermore,CA,73944,37.6820583,-121.7680531
377,Las Cruces,NM,73605,32.3140354,-106.7798078
378,Melbourne,FL,73153,28.106471,-80.6371513
379,Pawtucket,RI,73046,41.878711,-71.3825558
380,Bellflower,CA,72985,33.8825705,-118.1167679
381,Longview,TX,72925,32.5007031,-94.74049
382,Asheville,NC,72883,35.6009498,-82.5540161
383,Napa,CA,72882,38.2971367,-122.2855293
384,Wilmington,DE,72715,39.7459468,-75.546589
385,Alameda,CA,72488,37.6090291,-121.899142
386,New Rochelle,NY,72288,40.9115386,-73.7826363
387,Longmont,CO,72245,40.1672117,-105.1019287
388,Lawrence,MA,72176,42.7070354,-71.1631137
389,Lake Charles,LA,71856,30.2265949,-93.2173759
390,New Britain,CT,71558,41.6612104,-72.7795419
391,Gulfport,MS,71457,30.3674198,-89.0928155
392,Hillsboro,OR,71346,45.5228939,-122.989827
393,Bethlehem,PA,71283,40.6178915,-75.3786521
394,Bloomington,IN,71064,39.1670396,-86.5342881
395,Lee's Summit,MO,71002,38.9107156,-94.3821295
396,Murfreesboro,TN,70858,35.8460396,-86.3921096
397,Muncie,IN,70852,40.1936892,-85.3865271
398,Mountain View,CA,70685,37.3893889,-122.0832101
399,Champaign,IL,70468,40.1164841,-88.2430932
400,Appleton,WI,70393,44.2613967,-88.4069744
401,Kenner,LA,70375,29.9942265,-90.2417806
402,Deltona,FL,70080,28.9005446,-81.2636738
403,Chino,CA,70025,34.0133561,-117.690075
404,Lynwood,CA,69953,33.924831,-118.2024154
405,Clovis,CA,69918,36.8252277,-119.7029194
406,East Orange,NJ,69746,40.767323,-74.2048677
407,Wyoming,MI,69547,42.9132581,-85.7057035
408,Rochester Hills,MI,68954,42.6583661,-83.1499322
409,College Station,TX,68900,30.5955289,-96.3071042
410,Upland,CA,68844,34.09751,-117.6483876
411,Waterloo,IA,68766,42.4979693,-92.3329637
412,Lorain,OH,68724,41.4673238,-82.1781904
413,Temecula,CA,68703,33.4946353,-117.1473661
414,Edmond,OK,68553,35.6571367,-97.4649038
415,Mount Vernon,NY,68429,40.9125815,-73.8370786
416,Passaic,NJ,67895,40.8567663,-74.1284764
417,Bellingham,WA,67817,48.7544012,-122.4788361
418,Tustin,CA,67711,33.7458511,-117.826166
419,Pontiac,MI,67653,42.6389216,-83.2910468
420,Gastonia,NC,67622,35.2622158,-81.1838794
421,Brooklyn Park,MN,67551,45.1004807,-93.3443585
422,Union City,CA,67475,37.5963232,-122.0816297
423,Chino Hills,CA,67367,33.9926803,-117.760056
424,Union City,NJ,67057,40.7795455,-74.0237512
425,Lauderhill,FL,66940,26.1403635,-80.2133808
426,Sparks,NV,66912,39.5404679,-119.7487235
427,Baytown,TX,66644,29.7355047,-94.9774274
428,Palatine,IL,66344,42.1105779,-88.0336888
429,Medford,OR,66311,42.3264181,-122.8718605
430,Plymouth,MN,66034,45.0065149,-93.46651
431,Taylor,MI,65982,42.240872,-83.2696509
432,Bryan,TX,65925,30.6743643,-96.3699632
433,Springfield,OH,65875,39.9234046,-83.810138
434,Jacksonville,NC,65776,34.7494749,-77.4208221
435,Waukesha,WI,65701,43.0053145,-88.2473643
436,Bloomington,IL,65685,40.4797828,-88.9939147
437,Lynchburg,VA,65281,37.4137536,-79.1422464
438,Sugar Land,TX,64915,29.6196787,-95.6349463
439,Merced,CA,64654,37.1641544,-120.7678602
440,Walnut Creek,CA,64595,37.9020731,-122.0618702
441,Victorville,CA,64527,34.5361067,-117.2911565
442,Pleasanton,CA,64296,37.6624312,-121.8746789
443,Portland,ME,64204,43.6610277,-70.2548596
444,Suffolk,VA,64200,36.7282096,-76.5835703
445,Redlands,CA,63970,34.0550328,-117.1827445
446,Daytona Beach,FL,63808,29.2108147,-81.0228331
447,Eagan,MN,63735,44.818173,-93.1659179
448,Pico Rivera,CA,63503,33.9830688,-118.096735
449,Redondo Beach,CA,63503,33.8455911,-118.3886766
450,Hoover,AL,63378,33.4092646,-86.66217961
451,Oshkosh,WI,63378,44.0206919,-88.5408574
452,Skokie,IL,63363,42.0333694,-87.7333972
453,Santa Fe,NM,63286,35.6876096,-105.9384569
454,Hesperia,CA,63050,34.4263886,-117.3008784
455,St. Clair Shores,MI,63016,42.4969652,-82.8890965
456,Iowa City,IA,62865,41.6612561,-91.5299106
457,Laguna Niguel,CA,62862,33.5225261,-117.7075526
458,Milpitas,CA,62846,37.4282771,-121.9069256
459,Greenville,NC,62791,35.613224,-77.3724593
460,Montebello,CA,62223,34.0159398,-118.111975
461,Eau Claire,WI,62132,44.811349,-91.4984941
462,Bayonne,NJ,61826,40.6687141,-74.1143091
463,Schenectady,NY,61750,42.8142432,-73.9395687
464,Coon Rapids,MN,61730,45.1728923,-93.3023898
465,Saginaw,MI,61566,43.4200387,-83.9490365
466,Marietta,GA,61472,33.9528472,-84.5496148
467,Lafayette,IN,61419,40.4211664,-86.8943695
468,Huntington Park,CA,61418,33.9827043,-118.2120343
469,West Allis,WI,61086,43.0166806,-88.0070315
470,St. Charles,MO,60672,38.7877791,-90.6747372
471,Round Rock,TX,60670,30.5085915,-97.6788056
472,Johns Creek,GA,60642,34.0181557,-84.190196
473,South San Francisco,CA,60617,37.6535403,-122.4168664
474,Hamilton,OH,60601,39.3995067,-84.5613428
475,North Little Rock,AR,60594,34.769536,-92.2670941
476,Boynton Beach,FL,60580,26.5256179,-80.0666026
477,Victoria,TX,60529,28.8026443,-96.9766308
478,Utica,NY,60473,43.1009031,-75.2326641
479,Janesville,WI,60422,42.6829765,-89.0226793
480,Delray Beach,FL,60332,26.4614625,-80.0728201
481,Bristol,CT,60288,41.6735209,-72.9464859
482,Burnsville,MN,60280,44.7670567,-93.2773887
483,Monterey Park,CA,60172,34.051522,-118.129807
484,Rapid City,SD,60054,44.0869329,-103.2274481
485,Royal Oak,MI,59978,42.4894801,-83.1446485
486,Jackson,TN,59922,35.6144446,-88.8177418
487,St. Cloud,MN,59776,45.5616075,-94.1642004
488,North Miami,FL,59762,25.8900949,-80.1867138
489,Anderson,IN,59616,40.1053196,-85.6802541
490,Terre Haute,IN,59516,39.4667025,-87.4139119
491,La Habra,CA,59468,33.9316066,-117.9454867
492,Kennewick,WA,59424,46.2087066,-119.1199192
493,Hemet,CA,59405,33.7475203,-116.9719684
494,Fayetteville,AR,59384,36.0625843,-94.1574328
495,Waltham,MA,59214,42.3756401,-71.2358004
496,Davis,CA,59158,38.545379,-121.744583
497,Haverhill,MA,59113,42.7777829,-71.0767724
498,Yorba Linda,CA,59089,33.8901096,-117.8249705
499,Layton,UT,58878,41.0751048,-111.9741925
500,Rocky Mount,NC,58819,35.9423833,-77.7956949
501,Harlingen,TX,58807,26.1907543,-97.6960599
502,Taylorsville,UT,58765,40.6677096,-111.9385867
503,Palo Alto,CA,58570,37.4443293,-122.1598465
504,Lakewood,WA,58419,47.1717649,-122.518458
505,Dearborn Heights,MI,58381,42.3369816,-83.2732627
506,Council Bluffs,IA,58346,41.2621283,-95.8613912
507,Dothan,AL,58310,31.2237434,-85.3933906
508,Meriden,CT,58271,41.5381535,-72.8070435
509,Encinitas,CA,58180,33.0369867,-117.2919818
510,Tracy,CA,58047,37.7385507,-121.4201395
511,Gardena,CA,57935,33.8963593,-118.3053037
512,Missoula,MT,57725,46.8701049,-113.995267
513,Dubuque,IA,57696,42.5006243,-90.6647985
514,Kettering,OH,57659,39.6895036,-84.1688274
515,Port Arthur,TX,57629,29.8988618,-93.9288723
516,Galveston,TX,57510,29.299328,-94.7945882
517,Camarillo,CA,57507,34.2176371,-119.0383541
518,Lodi,CA,57491,38.1301968,-121.2724473
519,Pittsburg,CA,57181,38.0181745,-121.8901232
520,Great Falls,MT,57095,47.5048851,-111.29189
521,Des Plaines,IL,57079,42.0415823,-87.8873916
522,Bolingbrook,IL,56964,41.7003302,-88.0717708
523,Turlock,CA,56960,37.4946568,-120.8465941
524,Lancaster,PA,56768,40.03813,-76.3056686
525,Greenville,SC,56716,34.851354,-82.3984882
