rank,city,state,population,latitude,longitude
5391,Greensboro,AL,3128,32.7045753,-87.5958396
5392,Vinton,LA,3127,30.1907628,-93.5812717
5393,Park Falls,WI,3127,45.9346201,-90.4448255
5394,Arcadia,LA,3127,32.5490406,-92.920158
5395,Pendleton,IN,3126,39.9975415,-85.7466439
5396,Manvel,TX,3124,29.4664706,-95.355714
5397,Electra,TX,3123,34.0320855,-98.9163686
5398,Myrtle Creek,OR,3122,43.020118,-123.293121
5399,Marked Tree,AR,3122,35.5303908,-90.417473
5400,Welch,WV,3120,37.4328886,-81.5844357
5401,Mount Morris,NY,3118,42.7238165,-77.87648537
5402,Bedford,PA,3117,40.0186921,-78.5039069
5403,Hokes Bluff,AL,3113,33.9981546,-85.8663574
5404,Centre,AL,3112,34.1520406,-85.6788531
5405,Madill,OK,3111,34.0902508,-96.7715618
5406,Wallace,NC,3106,34.735724,-77.9952628
5407,Morton,MS,3106,32.3537557,-89.6545171
5408,Marquette Heights,IL,3105,40.6175383,-89.6003776
5409,Portage,PA,3105,40.3886847,-78.6722411
5410,Andrews,SC,3103,33.451278,-79.5608971
5411,Cornwall on Hudson,NY,3103,41.444816,-74.0156961
5412,Fairport Harbor,OH,3103,41.7519155,-81.2723464
5413,Red Bud,IL,3102,38.2117173,-89.9942741
5414,Nashville,IL,3102,38.3434906,-89.3809783
5415,Southgate,KY,3100,39.072005,-84.4727195
5416,Riverwoods,IL,3098,42.1676068,-87.8970986
5417,Amberley,OH,3096,39.2047809,-84.427997
5418,West Wyoming,PA,3096,41.3198024,-75.8460288
5419,Clare,MI,3095,43.9688673,-84.8505091
5420,Dallas,GA,3092,33.9237141,-84.8407732
5421,Medina,MN,3092,45.0151361,-93.574375
5422,Carbondale,CO,3090,39.4022054,-107.2111628
5423,Unalaska,AK,3089,53.9256265,-166.5746266
5424,Millersburg,OH,3089,40.5545071,-81.9179198
5425,Delhi,NY,3088,42.2781401,-74.9159946
5426,Lindsborg,KS,3087,38.5736176,-97.6744838
5427,Berthoud,CO,3087,40.3083174,-105.081092
5428,Fulton,KY,3084,36.517348,-88.88640782
5429,Melbourne Beach,FL,3081,28.0683496,-80.5603303
5430,Chaffee,MO,3080,37.1800513,-89.6550896
5431,Raymond,WA,3079,46.6864843,-123.7329469
5432,Sauk City,WI,3078,43.2715944,-89.7226827
5433,Norton,KS,3078,39.7944702,-99.9100033
5434,Lakehurst,NJ,3077,40.014561,-74.3112574
5435,West Burlington,IA,3077,40.8250971,-91.1565356
5436,Ashland City,TN,3075,36.2742207,-87.0641699
5437,Kemmerer,WY,3074,41.7924606,-110.537711
5438,Biscayne Park,FL,3073,25.8825951,-80.1806025
5439,Peotone,IL,3072,41.3323725,-87.7850863
5440,Jefferson,GA,3071,34.1170537,-83.5723876
5441,Evendale,OH,3071,39.2561691,-84.417997
5442,Lake Village,AR,3069,33.3294799,-91.2850584
5443,Shrewsbury,NJ,3067,40.3295547,-74.0615285
5444,Rio Dell,CA,3067,40.499301,-124.106437
5445,Oakridge,OR,3067,43.7449421,-122.467474
5446,Sloatsburg,NY,3066,41.1545395,-74.192924
5447,North Hudson,WI,3064,44.993023,-92.7568705
5448,Lodi,OH,3064,41.0330142,-82.012006
5449,St. Anthony,ID,3063,43.966301,-111.682185
5450,North Liberty,IA,3063,41.748868,-91.5972564
5451,Gowanda,NY,3063,42.463117,-78.935868
5452,Clyde,TX,3062,32.402854,-99.50163101
5453,Greenbrier,TN,3062,36.4275477,-86.8047199
5454,Elma,WA,3062,47.0034291,-123.4087692
5455,Loogootee,IN,3060,38.6769945,-86.9141696
5456,Umatilla,OR,3058,45.9173549,-119.3425179
5457,Lake Orion,MI,3057,42.7844752,-83.2396612
5458,Fortville,IN,3056,39.9322625,-85.8480354
5459,Lewiston,NY,3055,43.172555,-79.035878
5460,Neillsville,WI,3055,44.5601834,-90.595734
5461,Windsor,MO,3054,38.5322401,-93.5221545
5462,Mariemont,OH,3053,39.1455233,-84.3743881
5463,Aliceville,AL,3052,33.1295681,-88.1514166
5464,Lisbon,OH,3051,40.7720044,-80.7681336
5465,McRae,GA,3046,32.0475404,-82.9163219
5466,Bowling Green,MO,3046,39.3419891,-91.1951437
5467,Bal Harbour,FL,3044,25.8917613,-80.1269896
5468,Philipsburg,PA,3043,40.8964465,-78.2205688
5469,Hogansville,GA,3042,33.1731769,-84.914936
5470,La Grange,NC,3042,35.3068293,-77.7880338
5471,Eldora,IA,3041,42.360816,-93.0996464
5472,Silver Lake,OH,3041,41.159147,-81.454318
5473,Salmon,ID,3041,45.1757547,-113.8959008
5474,Madras,OR,3038,44.6334544,-121.1294872
5475,Tipton,IA,3037,41.7697434,-91.127935
5476,Bethany,MO,3034,40.2683344,-94.0282861
5477,Port Royal,SC,3032,32.3790843,-80.6926069
5478,Wendell,NC,3031,35.780987,-78.3697213
5479,Florence,CO,3030,38.3902777,-105.1185988
5480,Cazenovia,NY,3028,42.9300668,-75.8526915
5481,Poteet,TX,3027,29.0391241,-98.5748412
5482,Eagle Point,OR,3026,42.4718284,-122.8014155
5483,Belle Meade,TN,3022,36.0958924,-86.8569448
5484,Thunderbolt,GA,3022,32.0335445,-81.0498342
5485,Whitehall,MI,3021,43.410011,-86.348679
5486,Winnsboro,TX,3021,32.9573449,-95.2902224
5487,Atkins,AR,3020,35.2457358,-92.9368372
5488,Casey,IL,3020,39.2993863,-87.991754
5489,Eureka,KS,3019,37.8239167,-96.2891703
5490,Brownstown,IN,3018,38.8789426,-86.0419247
5491,Proctor,MN,3017,46.7471638,-92.2254695
5492,Mount Gilead,OH,3017,40.5492265,-82.8274015
5493,Hardin,MT,3017,45.7324778,-107.6120314
5494,Mulberry,FL,3017,27.8953038,-81.9734172
5495,Newburgh,IN,3016,37.9456824,-87.4046571
5496,Lake Villa,IL,3014,42.4169651,-88.0739708
5497,Ithaca,MI,3014,43.291698,-84.6075
5498,Riverside,MO,3014,39.1775032,-94.6130121
5499,Tega Cay,SC,3013,35.024312,-81.0278546
5500,Staples,MN,3013,46.3550001,-94.7933333
5501,Parkesburg,PA,3012,39.9587161,-75.9193928
5502,Greensboro,GA,3011,33.5756831,-83.1823789
5503,Rockton,IL,3010,42.4525157,-89.0723317
5504,Avalon,CA,3010,33.34221,-118.3272612
5505,Eudora,KS,3010,38.9433372,-95.0985808
5506,Wrightsville Beach,NC,3009,34.2079917,-77.7955907
5507,Beaver Dam,KY,3009,37.4019918,-86.8758256
5508,Mohawk,NY,3008,43.0114592,-75.0040449
5509,Phillipsburg,KS,3008,39.756121,-99.323985
5510,Llano,TX,3004,30.6663312,-98.6970374
5511,Garner,IA,3003,43.1024603,-93.6018782
5512,Akron,NY,3003,43.015381,-78.49521342
5513,Richmond Hill,GA,3001,31.9382381,-81.3035515
5514,Graymoor-Devondale,KY,3001,38.273126,-85.6230167
5515,Heflin,AL,3000,33.6463605,-85.55636305
5516,Cumming,GA,2998,34.2073196,-84.1401926
5517,New Llano,LA,2998,31.1149093,-93.2715535
5518,Platte City,MO,2997,39.3703535,-94.781086
5519,Baltimore,OH,2997,39.8453418,-82.6007185
5520,Nocona,TX,2997,33.7888548,-97.7267383
5521,Chelan,WA,2996,47.8409698,-120.0164591
5522,Paw Paw,MI,2996,42.2178171,-85.8911246
5523,Medina,WA,2996,47.620548,-122.2264453
5524,Fairview,OK,2994,36.2689248,-98.4798009
5525,Rincon,GA,2992,32.2960289,-81.2353905
5526,Ava,MO,2992,36.9519236,-92.6600096
5527,Hamilton,TX,2992,31.6429346,-97.9715967
5528,Baldwin City,KS,2991,38.775007,-95.1863603
5529,Kiel,WI,2989,43.912493,-88.0356515
5530,Harrisville,UT,2988,41.2811479,-111.9887717
5531,Norway,MI,2988,45.786902,-87.903736
5532,Burns,OR,2984,43.5861256,-119.0544137
5533,Lordsburg,NM,2981,32.3504143,-108.708434
5534,Muttontown,NY,2980,40.8239883,-73.5476252
5535,Barron,WI,2979,45.423557,-91.8454099
5536,Chester,WV,2979,40.6131203,-80.5628478
5537,Malvern,PA,2979,40.036202,-75.5138959
5538,Rugby,ND,2979,48.368888,-99.996246
5539,Lakeside Park,KY,2978,39.0356162,-84.5691102
5540,Karnes City,TX,2977,28.8849772,-97.9008356
5541,Goodview,MN,2976,44.061987,-91.6954403
5542,Slippery Rock,PA,2975,41.0639506,-80.0564468
5543,Clyde Hill,WA,2975,47.631569,-122.2181054
5544,Buckeye Lake,OH,2973,39.933473,-82.48256385
5545,Verona,MS,2973,34.1942746,-88.7197746
5546,Story City,IA,2970,42.1872062,-93.5957713
5547,Highland Beach,FL,2969,26.3995204,-80.0655977
5548,Delta,UT,2967,39.3521777,-112.57717
5549,New Cordell,OK,2966,35.2912512,-98.9895449
5550,Corporation of Ranson,WV,2964,None,None
5551,Winters,TX,2963,31.9565343,-99.962313
5552,Philomath,OR,2960,44.5400013,-123.367613
5553,Park Rapids,MN,2959,46.9221813,-95.0586322
5554,Saluda,SC,2959,34.0015232,-81.7720522
5555,Derry,PA,2959,40.3339589,-79.2997573
5556,Henrietta,TX,2958,33.8166258,-98.194682
5557,Alorton,IL,2958,38.58979,-90.1200498
5558,Bridgeport,AL,2956,34.9475808,-85.7144155
5559,West Liberty,IA,2954,41.5700231,-91.2637695
5560,Mount Morris,IL,2953,42.0490893,-89.4321205
5561,Williamston,MI,2953,42.689151,-84.2832798
5562,Loudonville,OH,2953,40.6355985,-82.2334461
5563,Berwyn Heights,MD,2952,38.9939991,-76.9105292
5564,Grosse Pointe Shores vill,MI,2952,None,None
5565,Edcouch,TX,2951,26.2939604,-97.9605575
5566,Chalfont,PA,2951,40.29066735,-75.21070232
5567,Onawa,IA,2950,42.0268093,-96.0974287
5568,Lindsay,OK,2950,34.8347959,-97.6025319
5569,Elmwood Place,OH,2947,39.1872809,-84.4879985
5570,Manchester,MD,2946,39.6656092,-76.8781927
5571,Muldrow,OK,2946,35.4062034,-94.5988306
5572,Brisbane,CA,2945,37.687165,-122.402794
5573,Willis,TX,2945,30.4241219,-95.4796587
5574,Munford,TN,2944,35.44925,-89.8150833
5575,Momence,IL,2943,41.1721844,-87.6697967
5576,New Freedom,PA,2943,39.7378811,-76.7013609
5577,Windham,OH,2943,41.235056,-81.049261
5578,West Point,VA,2938,37.5315303,-76.7963566
5579,Wolf Point,MT,2937,48.090574,-105.640557
5580,Beverly,NJ,2934,40.0653889,-74.9190558
5581,Seymour,WI,2934,44.514988,-88.3303798
5582,Irvine,KY,2932,37.700638,-83.973813
5583,Keego Harbor,MI,2932,42.6080884,-83.3438248
5584,Van Horn,TX,2930,31.0380171,-104.8302253
5585,Saddle River,NJ,2930,41.0317637,-74.1020866
5586,Sayre,OK,2930,35.291162,-99.6400969
5587,Sylvania,GA,2929,32.7504441,-81.636776
5588,Oxford,MI,2929,42.8247524,-83.2646624
5589,Poland,OH,2928,41.024226,-80.614795
5590,Chevy Chase,MD,2927,38.9825225,-77.088219
5591,Balcones Heights,TX,2927,29.489573,-98.5501765
5592,Imlay City,MI,2926,43.0247496,-83.0777153
5593,Curwensville,PA,2926,40.9756137,-78.5250243
5594,Petersburg,IN,2924,38.4919935,-87.2786244
5595,Jordan,MN,2923,44.6663146,-93.6261918
5596,Brookshire,TX,2922,29.7860643,-95.9510661
5597,Paden City,WV,2921,39.6028538,-80.9367705
5598,Yorkville,NY,2919,40.7780067,-73.9482022
5599,Springfield,KY,2919,37.6853413,-85.2221819
5600,Premont,TX,2918,27.3605947,-98.1236151
5601,Hughson,CA,2918,37.5969577,-120.8660083
5602,Plainview,MN,2918,44.1647423,-92.1717609
5603,Fayette,MO,2918,39.1458654,-92.6837943
5604,Haynesville,LA,2916,32.9620847,-93.1401647
5605,Bloomfield,IN,2916,39.0269903,-86.9375068
5606,Silver Creek,NY,2916,42.544225,-79.166707
5607,Maxton,NC,2915,34.7351615,-79.3489317
5608,Littlestown,PA,2915,39.744544,-77.0880385
5609,Tyrone,GA,2911,33.4713249,-84.5972005
5610,Buckner,MO,2910,39.1333445,-94.198461
5611,Missouri Valley,IA,2909,41.556381,-95.8877881
5612,Tompkinsville,KY,2908,36.7022797,-85.6916396
5613,Newbern,TN,2908,36.1128479,-89.2617368
5614,Emsworth,PA,2907,40.5100684,-80.0945006
5615,Presidio,TX,2905,29.9883766,-104.2336552
5616,Avon,NY,2905,42.9119925,-77.7454567
5617,Warsaw,NC,2903,34.9993329,-78.091101
5618,Central City,NE,2902,41.1158475,-98.0017249
5619,Conrad,MT,2902,48.170251,-111.943019
5620,Weaver,AL,2901,33.7520457,-85.8113543
5621,Hesston,KS,2901,38.1385315,-97.4314857
5622,Hamilton,MT,2901,46.2561815,-114.1546424
5623,Palmer,AK,2901,61.5995703,-149.11109
5624,McDonough,GA,2900,33.4473361,-84.1468616
5625,Blasdell,NY,2900,42.797281,-78.823366
5626,Alvarado,TX,2899,32.4095565,-97.2102881
5627,Sonora,TX,2898,30.5667344,-100.6428592
5628,Potosi,MO,2897,37.936438,-90.7879086
5629,Carleton,MI,2894,42.0592101,-83.3907658
5630,Columbia Falls,MT,2894,48.3697168,-114.191582
5631,Ferrysburg,MI,2891,43.080764,-86.21818
5632,Healdton,OK,2890,34.2331475,-97.4878023
5633,Christopher,IL,2889,37.9725501,-89.053408
5634,Dallas,PA,2889,41.33617,-75.9632636
5635,Nevada City,CA,2888,39.2615606,-121.0160594
5636,Montebello,NY,2888,41.1359287,-74.118477
5637,East Tawas,MI,2885,44.279461,-83.490252
5638,Girard,PA,2884,42.0003907,-80.3187645
5639,Aberdeen,NC,2883,35.131547,-79.4294789
5640,Hermann,MO,2882,38.7042119,-91.4373845
5641,Long Prairie,MN,2881,45.9741126,-94.8652642
5642,Caledonia,MN,2879,43.6350469,-91.496387
5643,Mount Union,PA,2878,40.3845217,-77.8822199
5644,Kenhorst,PA,2877,40.3113762,-75.9416398
5645,Oakland City,IN,2877,38.3386591,-87.3450132
5646,Fruitland Park,FL,2876,28.8613765,-81.9064705
5647,Nyssa,OR,2876,43.8768289,-116.9948804
5648,Brentwood,MD,2875,38.9429675,-76.9558032
5649,High Springs,FL,2875,29.8268319,-82.5968583
5650,Valentine,NE,2874,42.8746752,-100.5506158
5651,Coxsackie,NY,2873,42.3509179,-73.8029028
5652,Enon,OH,2872,39.8781151,-83.9368765
5653,Frostproof,FL,2871,27.7458626,-81.5306313
5654,Mount Penn,PA,2871,40.3281484,-75.8907603
5655,Hallettsville,TX,2871,29.4438528,-96.9410929
5656,Richwood,WV,2869,38.2248367,-80.5331411
5657,Tahoka,TX,2868,33.1647623,-101.797109
5658,North Catasauqua,PA,2867,40.659819,-75.4768496
5659,Sergeant Bluff,IA,2866,42.4038823,-96.3586397
5660,Coudersport,PA,2866,41.7728108,-78.0192691
5661,Woodsfield,OH,2865,39.7625729,-81.1153842
5662,Orwigsburg,PA,2865,40.6548566,-76.1007318
5663,Great Neck Estates,NY,2864,40.7870073,-73.7366669
5664,Sherrill,NY,2864,43.073904,-75.598297
5665,Durant,MS,2863,33.075129,-89.8545276
5666,Talent,OR,2862,42.243808,-122.788924
5667,Delta,OH,2861,41.5725731,-84.0059127
5668,Burlington,CO,2860,39.3033359,-102.2741693
5669,Maryville,IL,2859,38.724575,-89.98839965
5670,Gooding,ID,2858,43.0031041,-114.8286924
5671,Le Roy,IL,2857,40.3519795,-88.764237
5672,Forest Heights,MD,2855,38.810397,-77.00154398
5673,South Weber,UT,2853,41.1324486,-111.9302309
5674,Prospect,KY,2853,38.3459615,-85.60460479
5675,Stanton,KY,2852,37.8456373,-83.8582525
5676,Randleman,NC,2852,35.8179143,-79.8030873
5677,Ranger,TX,2848,32.4693688,-98.6799442
5678,Indialantic,FL,2847,28.0914926,-80.5662467
5679,Clifton,AZ,2847,33.0508966,-109.2961826
5680,Edgefield,SC,2845,33.7895774,-81.9295582
5681,Hamlin,TX,2845,32.8846756,-100.1296238
5682,Oak Grove,KY,2843,36.6650471,-87.4427878
5683,Millersburg,PA,2843,40.5417153,-76.9614003
5684,Neodesha,KS,2840,37.4183929,-95.6802581
5685,Soperton,GA,2838,32.3771182,-82.5923554
5686,Tybee Island,GA,2838,31.9987321,-80.8469427
5687,Belle Plaine,IA,2836,41.8967478,-92.2773184
5688,Shinnston,WV,2836,39.3953654,-80.3008402
5689,White Hall,IL,2832,39.4368807,-90.4024169
5690,Harlan,KY,2832,36.8431441,-83.321848
5691,Hollywood Park,TX,2830,29.6005047,-98.48724
5692,Colfax,WA,2830,46.8801655,-117.364349
5693,Canton,SD,2830,43.300815,-96.59282
5694,Brillion,WI,2829,44.1772188,-88.064263
5695,Waukee,IA,2828,41.6118485,-93.8845129
5696,Fairmont,NC,2827,34.4968311,-79.114202
5697,Penbrook,PA,2826,40.275367,-76.8480282
5698,Homerville,GA,2825,31.0365983,-82.7470849
5699,Rockville,IN,2825,39.7625404,-87.2291809
5700,Geistown,PA,2824,40.2909117,-78.8689141
5701,Lake City,GA,2819,33.6064989,-84.3352017
5702,White Sulphur Springs,WV,2819,37.7965149,-80.2975734
5703,Orange,OH,2819,41.449776,-81.480674
5704,Hazen,ND,2818,47.294448,-101.622665
5705,Donalsonville,GA,2817,31.0404625,-84.8790911
5706,Norwood Young America,MN,2816,44.7735732,-93.9216348
5707,Liberty,PA,2816,40.3253474,-79.8561591
5708,Girard,KS,2815,37.5111596,-94.8380215
5709,Pleasant Ridge,MI,2815,42.471147,-83.1421482
5710,Reynoldsville,PA,2815,41.0970071,-78.8886436
5711,Lawnside,NJ,2814,39.868376,-75.02982499
5712,Denver,PA,2814,40.2345455,-76.13607353
5713,Villa Grove,IL,2814,39.8654663,-88.152527
5714,Corinth,NY,2813,43.244703,-73.832588
5715,Black Diamond,WA,2810,47.3083078,-122.0037583
5716,McColl,SC,2810,34.6687714,-79.5453297
5717,Ellsworth,KS,2809,38.6942009,-98.2149289
5718,Progreso,TX,2808,26.0922991,-97.9572242
5719,Sibley,IA,2808,43.399136,-95.75196
5720,Omro,WI,2806,44.0394988,-88.7442754
5721,Shelby,MS,2806,33.9509439,-90.7678781
5722,Parker,AZ,2805,34.1498408,-114.28896
5723,Hodgenville,KY,2805,37.5737487,-85.740353
5724,Savoy,IL,2805,40.054753,-88.2517165
5725,Covington,IN,2801,40.1417045,-87.3947357
5726,Blountstown,FL,2800,30.4435293,-85.0451953
5727,Drumright,OK,2799,35.9884013,-96.6011294
5728,Chesterfield,IN,2799,40.113094,-85.59729207
5729,Smithville,MO,2797,39.3868396,-94.5815937
5730,Munising,MI,2796,46.4100035,-86.6494698
5731,Shelby,MT,2795,48.5054997,-111.856872
5732,Pageland,SC,2795,34.7728831,-80.3921893
5733,Syracuse,IN,2794,41.4278409,-85.7524957
5734,Vandalia,MO,2793,39.3108745,-91.4884887
5735,Jasper,TN,2792,35.0742448,-85.6260789
5736,Los Fresnos,TX,2790,26.0714502,-97.4770792
5737,New Boston,OH,2788,38.7527632,-82.93003463
5738,Wingate,NC,2787,34.9843176,-80.4492319
5739,Moonachie,NJ,2786,40.8423685,-74.06074848
5740,Redfield,SD,2786,44.87581,-98.518706
5741,Independence,MN,2785,45.0252407,-93.7074634
5742,Newport,NC,2785,34.7865497,-76.8591057
5743,Galva,IL,2782,41.1675369,-90.0426137
5744,McSherrystown,PA,2781,39.8073216,-77.0113699
5745,Tilton,IL,2780,40.0953144,-87.6475213
5746,Rochester,IL,2778,39.7494943,-89.5317603
5747,Wind Gap,PA,2776,40.8481509,-75.2915694
5748,Mount Angel,OR,2775,45.0678032,-122.7996822
5749,McLoud,OK,2775,35.4358996,-97.0914163
5750,Alton,TX,2775,26.2871257,-98.3137779
5751,Maybrook,NY,2774,41.4839827,-74.2176487
5752,Crescent Springs,KY,2773,39.0514492,-84.5816106
5753,Williamstown,WV,2773,39.38985955,-81.44307096
5754,Le Claire,IA,2772,41.5986442,-90.3434618
5755,Islandia,NY,2771,40.8047151,-73.18048432
5756,Augusta,AR,2771,35.2823079,-91.3654063
5757,New Baden,IL,2770,38.5349571,-89.7007595
5758,Flowood,MS,2770,32.3092861,-90.1386811
5759,Libby,MT,2770,48.3883645,-115.5558612
5760,Vergennes,VT,2769,44.168415,-73.252029
5761,Ellsworth,WI,2768,44.7321897,-92.4874124
5762,Muncy,PA,2767,41.20484,-76.7870991
5763,Dunkirk,IN,2767,40.372743,-85.20441764
5764,Anson,TX,2767,32.7564766,-99.896788
5765,Walbridge,OH,2765,41.5795195,-83.4924359
5766,Thornton,IL,2765,41.5725811,-87.6095281
5767,Fairview,OR,2764,45.5385457,-122.4330512
5768,McLeansboro,IL,2764,38.0933811,-88.5356076
5769,Brent,AL,2763,32.9373463,-87.1647184
5770,East Brewton,AL,2763,31.0932339,-87.0627469
5771,Carthage,IL,2763,40.416433,-91.1362537
5772,Minden,NE,2763,40.4985164,-98.9476854
5773,Rigby,ID,2762,43.6751937,-111.918002
5774,Brazoria,TX,2761,29.18161,-95.4993375
5775,Deer Park,IL,2757,42.1608585,-88.0814651
5776,Daingerfield,TX,2757,33.0318031,-94.7219895
5777,Riverton,NJ,2757,40.0115009,-75.0148931
5778,Vienna,GA,2756,32.0894399,-83.78872988
5779,Middleport,OH,2756,39.0017452,-82.0487525
5780,Social Circle,GA,2755,33.6561723,-83.7184579
5781,Marietta,PA,2755,40.0573456,-76.55311564
5782,Montgomery,NY,2754,41.5275938,-74.236816
5783,Tularosa,NM,2753,33.073973,-106.0186025
5784,Quitman,MS,2753,32.0401499,-88.7281
5785,South Lebanon,OH,2751,39.3710358,-84.2128058
5786,Wayland,MI,2751,42.6745321,-85.6457663
5787,Kotzebue,AK,2751,66.8982057,-162.5977621
5788,Jenkins,KY,2751,37.1734372,-82.6309892
5789,West,TX,2749,31.8034812,-97.0933471
5790,Myrtle Point,OR,2748,43.0635936,-124.1392815
5791,Delano,MN,2747,45.0419073,-93.7891331
5792,Wood Village,OR,2745,45.5351189,-122.4212226
5793,Jonesville,LA,2745,31.6265595,-91.8181828
5794,Hutchins,TX,2744,32.6493,-96.7130521
5795,Monticello,FL,2741,30.5452022,-83.8701636
5796,Thomaston,NY,2741,40.7862124,-73.7137421
5797,Kewaunee,WI,2741,44.4584016,-87.5031519
5798,East Troy,WI,2740,42.7851871,-88.4054374
5799,Burlington,KS,2740,38.1944667,-95.7427641
5800,Chandler,OK,2738,35.7032002,-96.880011
5801,Chandler,OK,2738,35.7032002,-96.880011
5802,Rhinebeck,NY,2737,41.9268754,-73.9126639
5803,Monroe City,MO,2736,39.6536529,-91.7346056
5804,Stroud,OK,2735,35.7477749,-96.6566742
5805,Riverton,IL,2735,39.8442164,-89.5395417
5806,Port Washington North vill,NY,2735,40.8448224,-73.7017969
5807,Graceville,FL,2735,30.9568503,-85.5165993
5808,Scotland Neck,NC,2734,36.1296002,-77.4202475
5809,Lucedale,MS,2734,30.9251869,-88.5900235
5810,Highspire,PA,2734,40.2080185,-76.78887677
5811,Woodlynne,NJ,2734,39.917188,-75.09609484
5812,Jamestown,NC,2732,35.9941053,-79.9356589
5813,Cordova,AL,2732,33.7598291,-87.1833349
5814,Harveys Lake,PA,2732,41.3525797,-76.0324241
5815,Morrisville,NY,2732,42.8986566,-75.6402204
5816,Pleasant Valley,MO,2731,39.212355,-94.4818921
5817,Morton,PA,2730,40.0417783,-75.1829554
5818,Coopersburg,PA,2730,40.5083818,-75.38965147
5819,Penndel,PA,2727,40.1520541,-74.9165553
5820,Abernathy,TX,2726,33.8323038,-101.8429491
5821,Hillsboro,KS,2726,38.3533075,-97.2047316
5822,Millstadt,IL,2724,38.4614404,-90.0917755
5823,Ogdensburg,NJ,2724,41.07801735,-74.59469563
5824,Rock Rapids,IA,2723,43.427195,-96.17586
5825,Skaneateles,NY,2721,42.947011,-76.4291017
5826,Osseo,MN,2720,45.1193908,-93.4024558
5827,Clarion,IA,2717,42.7313392,-93.7322077
5828,Camden,NY,2716,43.334668,-75.747986
5829,Wormleysburg,PA,2716,40.2628669,-76.913863
5830,Edgecliff,TX,2715,29.4553118,-98.5874078
5831,St. Charles,MN,2715,43.9693607,-92.0659824
5832,Tama,IA,2715,42.0568108,-92.5433918
5833,Amery,WI,2714,45.3069062,-92.3621369
5834,South Fulton,TN,2714,36.4914943,-88.8759664
5835,Waterloo,WI,2714,43.1838844,-88.9884421
5836,Sabina,OH,2713,39.4886732,-83.6368659
5837,La Belle,FL,2713,26.7510655,-81.38818923561442
5838,Antlers,OK,2712,34.2323263,-95.6204938
5839,Frankfort,NY,2710,43.038959,-75.070436
5840,Berlin,MD,2710,38.3226154,-75.2176892
5841,Glenwood,MN,2707,45.6502394,-95.3897582
5842,New Wilmington,PA,2706,41.1222812,-80.3328428
5843,Tallapoosa,GA,2706,33.7442912,-85.2879889
5844,Herington,KS,2706,38.671119,-96.9425139
5845,Landrum,SC,2704,35.1751148,-82.1892007
5846,Eunice,NM,2700,32.4388224,-103.159002
5847,San Saba,TX,2700,31.122268,-98.8397049
5848,Blaine,WA,2700,48.9881108,-122.7435757
5849,Kinloch,MO,2699,38.7406065,-90.3253922
5850,Moline Acres,MO,2698,38.7469948,-90.2401117
5851,Spanish Fort,AL,2696,30.6754503,-87.9040269
5852,Indian Wells,CA,2696,33.7217965,-116.338303
5853,Leadville,CO,2696,39.2508229,-106.2925238
5854,Munsey Park,NY,2694,40.7987119,-73.679852
5855,Hillsville,VA,2693,36.7626282,-80.7347947
5856,Hickman,KY,2693,36.5711721,-89.1861791
5857,Calipatria,CA,2693,33.1439205,-115.5494557
5858,Sea Isle City,NJ,2692,39.1548404,-74.6897791
5859,Avondale Estates,GA,2691,33.771494,-84.2671444
5860,East Lansdowne,PA,2691,39.9456683,-75.2612943
5861,Oak Harbor,OH,2691,41.512773,-83.146578
5862,Boscobel,WI,2689,43.1344278,-90.7054009
5863,Johnston,SC,2688,33.83208,-81.8009424
5864,Belvidere,NJ,2688,40.82946975,-75.07214753
5865,Salem,UT,2687,40.0529062,-111.6736599
5866,Manila,AR,2687,35.8800733,-90.1670393
5867,Osage City,KS,2684,38.6338982,-95.8258206
5868,Yuma,CO,2684,40.0163487,-102.458253
5869,Holly Springs,GA,2684,34.1739857,-84.5013187
5870,Plain City,UT,2683,41.2979291,-112.0789165
5871,Pine City,MN,2682,45.8260672,-92.9685423
5872,Woodville,TX,2682,30.7758997,-94.4178256
5873,Brookville,IN,2681,39.4231065,-85.0127376
5874,Bonifay,FL,2680,30.7918559,-85.6796533
5875,Paddock Lake,WI,2680,42.5775187,-88.1050853
5876,Lakemore,OH,2680,41.02089,-81.435946
5877,Rockledge,PA,2679,40.08047095,-75.0893673
5878,Shrewsbury,PA,2678,39.7687574,-76.6796518
5879,Grimes,IA,2677,41.6883214,-93.7910575
5880,Minster,OH,2676,40.3931033,-84.3760612
5881,Granville,NY,2675,43.408041,-73.259583
5882,Clio,MI,2674,43.1774215,-83.7346897
5883,Lowell,NC,2674,35.2679163,-81.1028542
5884,Junction,TX,2674,30.4893555,-99.7720109
5885,Pearisburg,VA,2674,37.3265112,-80.7350712
5886,Hooks,TX,2674,33.4696541,-94.2859652
5887,Lauderdale,MN,2673,44.994328,-93.2018736
5888,East Dundee,IL,2673,42.0989145,-88.2714689
5889,Box Elder,SD,2673,44.1333654,-103.064514
5890,Farmington,IL,2672,40.6980933,-90.0059483
5891,Seward,AK,2672,60.104202,-149.442611
5892,Woodlawn,OH,2670,39.2519108,-84.4701407
5893,Bottineau,ND,2670,48.8243455,-100.8431321
5894,Montpelier,ID,2669,42.3221498,-111.2977044
5895,Corydon,IN,2667,38.2129325,-86.125386
5896,Delphi,IN,2666,40.5875371,-86.6750059
5897,New Bremen,OH,2666,40.4369919,-84.3796729
5898,Davis,OK,2665,34.5034796,-97.1188924
5899,Huntley,IL,2665,42.1722503,-88.42692
