city,state,latitude,longitude
Lynn Haven,FL,30.2454776,-85.648261
Arlington,WA,48.1810957,-122.1389548
Murphy,TX,33.0151208,-96.6130478
Lumberton,NC,34.6183433,-79.0083993
Ozark,MO,36.6467816,-92.4575198
American Canyon,CA,38.1749179,-122.2608044
Papillion,NE,41.1544433,-96.0422378
Elko,NV,41.1958128,-115.3272864
Sidney,OH,40.2842164,-84.1554987
Rolla,MO,37.9509324,-91.7708076
Columbia Heights,MN,45.0460458,-93.2517802
Warrensburg,MO,38.7624373,-93.7409596
Shafter,CA,35.5005139,-119.2717761
Foley,AL,30.4065868,-87.6835974
Crest Hill,IL,41.554753,-88.0986709
Punta Gorda,FL,26.9297836,-82.0453664
Ennis,TX,32.3293111,-96.6252679
Tukwila,WA,47.4627356,-122.2559156
Lomita,CA,33.8036545,-118.3195014
Lockport,NY,43.28243305,-78.7076489
Payson,UT,40.0443989,-111.7321518
Mountain Brook,AL,33.481719,-86.74500121
Glassboro,NJ,39.7027677,-75.1119434
Ashland,OH,40.8686147,-82.3175942
Port Angeles,WA,48.118146,-123.4307413
Agoura Hills,CA,34.14791,-118.7657042
Libertyville,IL,42.2830786,-87.9531303
Howard,WI,44.5433912,-88.0880213
Ypsilanti,MI,42.2410562,-83.613055
Mokena,IL,41.5261437,-87.8892189
Portsmouth,OH,38.7316375,-82.9965441
Pleasantville,NJ,39.3898388,-74.5240422
Bartow,FL,27.8963791,-81.8431567
Ashland,KY,38.4784144,-82.6379387
Miamisburg,OH,39.6428362,-84.2866083
Plainview,TX,34.1847936,-101.7068417
Belle Glade,FL,26.6845104,-80.6675577
Charleston,IL,39.4961458,-88.1761521
Germantown,WI,43.5258118,-90.221516
Nogales,AZ,31.3402134,-110.9360818
Snellville,GA,33.857328,-84.0199108
Sulphur,LA,30.2365943,-93.3773783
Harrison,NJ,40.7464901,-74.1562551
South St. Paul,MN,44.8938832,-93.0368359
Oregon,OH,41.6436603,-83.4868768
Pittsburg,KS,37.4108841,-94.70496
Kinston,NC,35.2626635,-77.5816353
Middleton,WI,43.0962919,-89.5119565
Ferndale,MI,42.4605917,-83.1346478
West Chester,PA,39.9597213,-75.6059638
Shelby,NC,35.2852619,-81.53798614
Forest Park,GA,33.6220542,-84.3690918
La Cañada Flintridge,CA,34.1998302,-118.2005236
Rocky River,OH,41.4756031,-81.8393034
Elmwood Park,NJ,40.9074237,-74.1183543
El Reno,OK,35.532198,-97.9550578
Saco,ME,43.5009176,-70.4428286
West St. Paul,MN,44.9101545,-93.0802073
Seymour,IN,38.9592201,-85.8902547
Orinda,CA,37.8771476,-122.1796888
Helena,AL,33.296224,-86.8436004
Alamo,TX,26.1836854,-98.1230638
Sand Springs,OK,36.1394339,-96.1100025
Painesville,OH,41.7244885,-81.245657
Sherwood,OR,45.3569315,-122.8403744
Lake Zurich,IL,42.1969689,-88.0934108
Willmar,MN,45.1219492,-95.0435373
Havelock,NC,34.8785,-76.9014457
Parma Heights,OH,41.3900518,-81.7595769
Montrose,CO,38.4375391,-108.2403855
Monroe,WA,47.8552259,-121.971335
Norwood,OH,39.1556149,-84.4596641
Mesquite,NV,36.8035642,-114.0671413
West Mifflin,PA,40.3634026,-79.8664375
Albany,CA,37.88687,-122.2977475
Blythe,CA,33.6134767,-114.5937537
Boone,NC,36.2165362,-81.6746158
Horizon City,TX,31.6926121,-106.207479
Montgomery,IL,39.2052633,-89.5057126
Stillwater,MN,45.0564041,-92.8134982
Eloy,AZ,32.7551703,-111.5534932
Brigham City,UT,41.5103717,-112.0155619
Murrysville,PA,40.4284015,-79.697545
Central Falls,RI,41.8906553,-71.3922785
Tullahoma,TN,35.3620235,-86.2094342
Baldwin,PA,40.3381252,-79.9789405
Monroe,MI,41.9153358,-83.5135665
Plattsburgh,NY,44.69282,-73.45562
South Burlington,VT,44.4669941,-73.1709604
North Liberty,IA,41.748868,-91.5972564
Bourbonnais,IL,41.1639309,-87.8839693
Lynbrook,NY,40.6548253,-73.6717969
Matteson,IL,41.509832,-87.739267
Lake Forest,IL,42.2586342,-87.840625
Angleton,TX,29.16941,-95.4318847
Shelbyville,IN,39.5214373,-85.7769238
Frankfort,IL,41.4958665,-87.8486613
Murray,KY,36.6103334,-88.314761
Hermosa Beach,CA,33.86428,-118.39591
Sylvania,OH,41.7189392,-83.7129935
Cumberland,MD,39.6526498,-78.762383
Morristown,NJ,40.7970382,-74.4809868
Pinole,CA,38.0043667,-122.2988587
Erlanger,KY,39.0167275,-84.6007773
Altoona,IA,41.6437308,-93.4696031
Bethany,OK,35.5186728,-97.6322648
Mineola,NY,40.7492678,-73.6406845
Carlisle,PA,40.201499,-77.1890783
Johnstown,PA,40.3267407,-78.9219698
Highland,UT,40.4207683,-111.7927335
Liberal,KS,37.0430812,-100.920999
Pinecrest,FL,25.6670476,-80.3081074
Evergreen Park,IL,41.720136,-87.7013258
Mamaroneck,NY,40.9544317,-73.7361239
Farmington,MO,37.7803037,-90.4226371
Broadview Heights,OH,41.3139426,-81.6851271
Hurricane,UT,37.1750272,-113.289888
Westbrook,ME,43.6763036,-70.3663874
Fox Crossing,WI,44.2234752,-88.4700616
McKeesport,PA,40.3478472,-79.864215
Durango,CO,37.2395367,-107.8215818
Bellaire,TX,29.7057858,-95.4588299
Troy,AL,31.8087678,-85.969951
Onalaska,WI,43.8830606,-91.2343539
Lexington,NC,35.8240265,-80.2533838
Springboro,OH,39.5522815,-84.2332718
Sartell,MN,45.6216319,-94.2069365
Whitehall,OH,39.9667308,-82.8854559
Culpeper,VA,38.4733823,-77.9961275
Terrell,TX,30.1990738,-102.0974881
Newton,KS,38.0469166,-97.3447244
Twinsburg,OH,41.3125552,-81.4401129
Central Point,OR,42.376782,-122.912721
Seminole,FL,28.7225829,-81.2353683
St. John,IN,41.4500356,-87.4700381
Point Pleasant,NJ,40.0831714,-74.0681931
Hawthorne,NJ,40.9492649,-74.1537549
Claremore,OK,36.3126005,-95.6160686
Alsip,IL,41.6689223,-87.7386619
Avon,IN,39.76201,-86.39295386
Milledgeville,GA,33.0801429,-83.2320991
Homewood,IL,41.5573283,-87.6654739
Augusta,ME,44.310545,-69.7792759
Alice,TX,27.7522487,-98.0697249
Durant,OK,33.9919761,-96.3776762
Bellwood,IL,41.8814197,-87.883117
Cortland,NY,41.2486935,-73.90858593
Ansonia,CT,41.3429922,-73.0787468
Deerfield,IL,42.1711365,-87.8445119
Westminster,MD,39.5752639,-76.9959277
Creve Coeur,MO,38.6613007,-90.4423653
Madisonville,KY,37.3280037,-87.4986989
Berea,OH,41.3661614,-81.8543026
Cocoa,FL,28.3553873,-80.7318827
Jacksonville,IL,39.7343037,-90.2288356
Forest Park,OH,39.2903353,-84.5041108
St. Marys,GA,30.7305142,-81.5464928
Winchester,KY,37.990079,-84.1796503
Winthrop Town,MA,42.375897,-70.9888105
Rancho Mirage,CA,33.770859,-116.426874
Thomasville,GA,30.8365815,-83.9787808
Gautier,MS,30.385755,-88.6116855
Mayfield Heights,OH,41.5192189,-81.457896
Marshfield,WI,44.6688524,-90.1717987
Hopkins,MN,44.9271194,-93.4074945
Brownwood,TX,31.7070026,-98.9831022
Arcata,CA,40.866517,-124.08284
Fairmont,WV,39.4850848,-80.1425781
Brook Park,OH,41.3983838,-81.8045788
Altus,OK,34.6381255,-99.3339754
Laurel,MS,31.6940509,-89.1306124
Sycamore,IL,41.9889173,-88.6867538
Brookfield,IL,41.8228378,-87.848085
Chowchilla,CA,37.094309,-120.1561626
Rutherford,NJ,40.826489,-74.1068091
Newburyport,MA,42.8125913,-70.8772751
Weirton,WV,40.4189566,-80.5895167
Radford,VA,37.1292934,-80.5357895
Boerne,TX,29.7946641,-98.7319703
Hyattsville,MD,38.9529442,-76.9408647
St. Michael,MN,45.210202,-93.6648083
Maumelle,AR,34.856613,-92.4056858
Niles,OH,41.1828353,-80.765358
Trenton,MI,42.1406552,-83.1800544
Imperial,CA,33.0305487,-115.3595666
Orange,TX,30.1228634,-93.9041169
Otsego,MN,45.2812733,-93.614857
Alton,TX,26.2871257,-98.3137779
St. Matthews,KY,38.24988,-85.63574236
Cudahy,WI,42.959738,-87.861471
Round Lake,IL,42.353355,-88.0934145
Manchester,MO,38.5925305,-90.5107453
Cary,IL,42.2119684,-88.2381381
Ottawa,IL,41.3516628,-88.845436
North Aurora,IL,41.8061399,-88.3272952
Bensenville,IL,41.9538384,-87.9431781
Eastlake,OH,41.6490337,-81.4378991
Ashtabula,OH,41.865054,-80.789809
Safety Harbor,FL,27.9908529,-82.6931553
West Columbia,SC,33.9934867,-81.0739826
Fayetteville,GA,33.4487257,-84.4549262
Sunland Park,NM,31.796496,-106.579989
Arroyo Grande,CA,35.1185869,-120.590725
Kingsland,GA,30.7999563,-81.6898261
Kingsland,GA,30.7999563,-81.6898261
Marco Island,FL,25.9363356,-81.7156832
Sheridan,WY,44.7800215,-106.9508107
Winder,GA,33.9919085,-83.7184368
Canby,OR,45.2629088,-122.6925983
Lenoir,NC,35.9140196,-81.5389849
Perry,GA,32.4586695,-83.7319658
Menasha,WI,44.2022293,-88.4465361
Scarsdale,NY,40.9880495,-73.7974133
Brenham,TX,30.1668828,-96.3977442
Ocean Springs,MS,30.4112904,-88.8279165
White Settlement,TX,32.7595737,-97.4583538
Knightdale,NC,35.7878975,-78.4822938
McAlester,OK,34.9334981,-95.7697934
Moraga,CA,37.834897,-122.12883
Hermiston,OR,45.8404101,-119.2894605
Amsterdam,NY,40.782832,-73.978328
Steubenville,OH,40.3697905,-80.6339638
Elizabeth City,NC,36.2956836,-76.2247697
Tavares,FL,28.8041579,-81.725632
Centralia,WA,46.7204489,-122.9614303
Palestine,TX,31.7621153,-95.6307891
Dover,NJ,40.883988,-74.5621025
Takoma Park,MD,38.9778882,-77.0074765
Lackawanna,NY,41.417964,-75.7065335
Albert Lea,MN,43.6480127,-93.3682656
Madison,NJ,40.7598227,-74.417097
Maitland,FL,28.6274723,-81.3656392
El Dorado,AR,33.20763,-92.6662674
Gretna,LA,29.9146493,-90.0539604
Hinsdale,IL,41.8024604,-87.9299841
Santa Fe Springs,CA,33.9480787,-118.0691499
Franklin Park,IL,41.9353084,-87.865618
Mattoon,IL,39.4842821,-88.3773279
Wisconsin Rapids,WI,44.3917589,-89.8228767
Kirksville,MO,40.1948848,-92.5833939
Centerville,UT,40.9180005,-111.8721601
Logansport,IN,40.7545006,-86.3567356
Tiffin,OH,41.114485,-83.1779537
Anoka,MN,45.2710195,-93.2827625
Bay City,TX,28.9827565,-95.969402
Amesbury Town,MA,42.8533154,-70.94052572
Anacortes,WA,48.5020123,-122.6237356
Marion,IL,38.6477381,-88.9232112
Tallmadge,OH,41.1014616,-81.4417989
Dumont,NJ,40.9406541,-73.9968051
Greenfield,CA,36.3207998,-121.243813
Shorewood,IL,41.5200305,-88.2017293
Vero Beach,FL,27.6387163,-80.3975399
Clemson,SC,34.6850749,-82.8364111
Natchitoches,LA,31.7606732,-93.0860209
Lake Mary,FL,28.756618,-81.33888382
Manassas Park,VA,38.7840035,-77.4697111
Martinsburg,WV,39.4562528,-77.9639604
Tinton Falls,NJ,40.2890734,-74.0927967
South Houston,TX,29.663008,-95.2354902
Lebanon,OR,44.5365467,-122.9068762
Macomb,IL,40.4588934,-90.6713939
New Philadelphia,OH,40.4897871,-81.4456706
Godfrey,IL,38.9556031,-90.1867765
Taylor,TX,32.2793121,-99.8812612
Nederland,TX,29.9743803,-93.9923965
Colonial Heights,VA,37.2555718,-77.4112016
Stafford,TX,29.6160671,-95.5577221
Hannibal,MO,39.7082498,-91.3587413
La Marque,TX,29.3685674,-94.9713134
Lemont,IL,41.6737149,-88.0016263
Springfield,TN,36.5092119,-86.8849984
Calhoun,GA,34.502587,-84.9510542
Portland,TX,27.8818828,-97.3188666
Lindenwold,NJ,39.81812,-74.97996222
Greenfield Town,MA,42.5940799,-72.59687367
Clive,IA,41.6096559,-93.7754644
Oswego,NY,43.4112973,-76.1279841
Ada,OK,34.7743383,-96.6783651
Selma,AL,32.4078632,-87.0207473
South Ogden,UT,41.1918934,-111.9713429
Coalinga,CA,36.139678,-120.3601496
North Canton,OH,40.875891,-81.4023356
La Vista,NE,41.1832679,-96.0324044
Ashwaubenon,WI,44.4752606,-88.060735
Waxhaw,NC,34.9248125,-80.7440174
Massapequa Park,NY,40.6803785,-73.4551241
Huntington,IN,40.8831011,-85.497476
Sevierville,TN,35.8667112,-83.5620518
Ammon,ID,43.4750675,-111.9648016
New Castle,IN,39.9289351,-85.3702477
Siloam Springs,AR,36.1881365,-94.5404962
Lansdale,PA,40.2414952,-75.2837862
Heber,UT,40.5043831,-111.4141589
Pampa,TX,35.536297,-100.9601552
Palos Hills,IL,41.6966397,-87.816924
Oconomowoc,WI,43.1116731,-88.4992659
Dallas,OR,44.9189206,-123.3158695
Phoenixville,PA,40.1303822,-75.5149128
East Cleveland,OH,41.5331066,-81.5790137
Republic,MO,37.1202149,-93.4807001
Poplar Bluff,MO,36.7568327,-90.3957115
Buda,TX,30.082475,-97.8417144
Gainesville,TX,33.6259414,-97.1333453
Southbridge Town,MA,42.074741,-72.02689426
Norwalk,OH,41.2424219,-82.6155745
Lake St. Louis,MO,38.77710155,-90.80858275
Vincennes,IN,38.6772691,-87.5286325
Seagoville,TX,32.6447916,-96.5418608
Tifton,GA,31.4522765,-83.5096866
North Myrtle Beach,SC,33.8278405,-78.6800323
Tahlequah,OK,35.91537,-94.969956
Wayne,MI,42.2682408,-83.2844172
Goodlettsville,TN,36.3349115,-86.70533913
Sunnyside,WA,46.3246419,-120.0081898
Pendleton,OR,45.672075,-118.7885967
Ham Lake,MN,45.2502429,-93.2499508
Danville,KY,37.6456488,-84.7721823
Mount Vernon,OH,40.3933956,-82.4857181
Fairburn,GA,33.5670562,-84.5810418
Bristol,VA,36.5959685,-82.1885009
Lake Wales,FL,27.9014133,-81.5859099
Aberdeen,WA,46.975371,-123.815722
Clayton,MO,38.6504352,-90.3362473
New Port Richey,FL,28.2441768,-82.7192671
Truckee,CA,39.327962,-120.1832533
Cañon City,CO,38.4423644,-105.2224947
Cohoes,NY,42.7742446,-73.7001187
Easton,MD,38.7744952,-76.0763065
Highland Village,TX,33.091788,-97.0466759
Auburndale,FL,28.0652975,-81.7886906
Defiance,OH,41.2844933,-84.3557802
Pinehurst,NC,35.1946235,-79.4679317
El Segundo,CA,33.917028,-118.4156337
Mercedes,TX,26.1497977,-97.9136112
Artesia,CA,33.8690197,-118.0796195
Norcross,GA,33.9412127,-84.2135309
Shelbyville,KY,38.2120144,-85.2235666
Laconia,NH,43.5278546,-71.470351
Morganton,NC,35.7454291,-81.6870837
Harrisburg,NC,35.3258295,-80.6454979
Waterville,ME,44.5520105,-69.6317121
Somerton,AZ,32.5964404,-114.709677
Menomonie,WI,44.8755183,-91.9193422
Washington,IL,38.3662806,-89.4201902
Live Oak,TX,28.2678746,-98.101923
Vienna,VA,38.9013729,-77.2651762
Country Club Hills,IL,41.5680898,-87.7203257
Streetsboro,OH,41.239223,-81.345941
Crowley,TX,32.5782835,-97.3609829
Zephyrhills,FL,28.24262955,-82.18125318
Buffalo,MN,45.1719084,-93.8746941
Chickasha,OK,35.052565,-97.9364326
New Milford,NJ,40.9350986,-74.0190281
Groveland,FL,28.5602149,-81.8561226
Beaver Dam,WI,43.4577692,-88.837329
Hernando,MS,34.8239518,-89.9937018
Ripon,CA,37.741595,-121.124382
Coos Bay,OR,43.3678937,-124.2174647
Bluffdale,UT,40.4896712,-111.9388244
Hazel Park,MI,42.4620142,-83.1035688
Aurora,OH,41.317555,-81.345386
Donna,TX,26.1702082,-98.0522376
Red Wing,MN,44.5624676,-92.5338013
Dyersburg,TN,36.0346393,-89.3857496
Fairview Heights,IL,38.5889386,-89.990382
Celina,TX,33.3238976,-96.785342
Morton,IL,40.6127349,-89.459323
Kaukauna,WI,44.2780432,-88.2720503
Addison,TX,32.96047785,-96.83006731
Fort Thomas,KY,39.0786242,-84.4483432
Mebane,NC,36.0966835,-79.27085472
Mount Holly,NC,35.2976298,-81.0161686
Brunswick,GA,31.1499528,-81.4914894
Conyers,GA,33.6676103,-84.0176904
Albemarle,NC,35.3501426,-80.2000578
Centerton,AR,36.3652679,-94.2886875
Stuart,FL,27.197983,-80.2519175
Sulphur Springs,TX,33.1384886,-95.6010143
Boulder City,NV,35.9787638,-114.8337739
Douglas,AZ,31.3471741,-109.5383567
Troutdale,OR,45.5317928,-122.391155
Firestone,CO,40.1124839,-104.936643
Mount Clemens,MI,42.5972563,-82.8779754
Fairview Park,OH,41.4461727,-81.8526519
Stallings,NC,35.1083615,-80.66355902
Crawfordsville,IN,40.0401991,-86.8990249
Westchester,IL,41.8505866,-87.8820048
Center Point,AL,33.6456583,-86.6836001
West Haven,UT,41.2049578,-112.0488985
Washougal,WA,45.5819594,-122.3479921
Bridgeview,IL,41.7500323,-87.8042216
Lebanon,IN,40.0483744,-86.4691677
Los Lunas,NM,34.8142093,-106.7613067
Griffith,IN,41.534507,-87.4255305
Villa Rica,GA,33.732052,-84.9191081
Cullman,AL,34.1335332,-86.8779268
River Falls,WI,44.8595111,-92.6265897
Berea,KY,37.568694,-84.2963224
Long Beach,MS,30.3504751,-89.1528176
Sikeston,MO,36.876719,-89.5878579
Lady Lake,FL,28.9174855,-81.9228604
Aberdeen,MD,39.5120347,-76.1643289
Indianola,IA,41.3604966,-93.5613292
Uvalde,TX,29.300357,-99.7733181
Ukiah,CA,39.1501662,-123.2077861
Lakeway,TX,30.3644888,-97.9875325
Mount Pleasant,TX,33.1570582,-94.9694007
Dyer,IN,41.4942021,-87.5217068
Niceville,FL,30.5168639,-86.482172
Canyon,TX,34.9799429,-101.919197
Bellevue,WI,44.463888,-87.9543025
Beckley,WV,37.7781702,-81.1881557
New Haven,IN,41.0733059,-85.0173125
Fremont,OH,41.3473413,-83.1134972
Opelousas,LA,30.5335302,-92.081509
Millbrook,AL,32.4798575,-86.3619163
Opa-locka,FL,25.89673385,-80.25949641
Prospect Heights,IL,42.0953049,-87.9375694
Frankfort,IN,40.2797657,-86.5108244
Pataskala,OH,39.9955726,-82.6742373
Dublin,GA,32.5404447,-82.903754
Fillmore,CA,34.3985613,-118.9125093
Grandville,MI,42.909598,-85.7630956
Hibbing,MN,47.427155,-92.937689
Laguna Woods,CA,33.6106076,-117.7249722
Hope Mills,NC,34.9704419,-78.9453056
Floral Park,NY,40.7246999,-73.7048024
Easthampton Town,MA,42.270527,-72.672203
Humble,TX,29.9988312,-95.2621553
Payson,AZ,34.2406479,-111.3230261
South River,NJ,40.446495,-74.3859831
The Dalles,OR,45.6015056,-121.1841587
Powder Springs,GA,33.8595492,-84.683824
Traverse City,MI,44.7606441,-85.6165301
Greenwood Village,CO,39.6172101,-104.950814
Jasper,IN,38.3914228,-86.9308719
Hanover,PA,39.8063247,-76.9842735
Rye,NY,40.9808209,-73.684294
Shively,KY,38.2000701,-85.8227413
North Arlington,NJ,40.788434,-74.1331988
Mitchell,SD,43.70953,-98.025379
Graham,NC,36.0690258,-79.4005756
Elkton,MD,39.6065073,-75.8330934
Parlier,CA,36.6116174,-119.5270734
Fate,TX,32.9488451,-96.38535187
Riverdale,GA,33.5726113,-84.4132594
Chubbuck,ID,42.92765095,-112.4731501
West University Place,TX,29.7180075,-95.4338292
Dickson,TN,36.0766534,-87.3870096
Longwood,FL,28.7012172,-81.3461738
Overland,MO,38.7011626,-90.3623381
Buford,GA,34.1206564,-84.0043513
McFarland,CA,35.6780104,-119.2292748
Groves,TX,29.9482695,-93.9171155
Hermitage,PA,41.2333897,-80.44868
Talladega,AL,33.3967079,-86.1597137
Hartford,WI,43.3177776,-88.378857
Holly Springs,GA,34.1739857,-84.5013187
Bemidji,MN,47.4785418,-94.8907869
Hayden,ID,47.7590638,-116.7866807
Middleburg Heights,OH,41.3614401,-81.812912
La Palma,CA,33.846404,-118.0467306
St. Augustine,FL,29.8946952,-81.3145395
Pacific Grove,CA,36.6211149,-121.9177944
Asbury Park,NJ,40.2203907,-74.0120817
Berkley,MI,42.5030909,-83.1835389
Westbury,NY,40.7556561,-73.5876273
Grosse Pointe Woods,MI,42.4435616,-82.9069508
Hueytown,AL,33.458103,-86.95233276
La Grange,IL,41.8054577,-87.8748644
Bradley,IL,41.1421905,-87.8613221
Wilkinsburg,PA,40.44546215,-79.87491323
Kerman,CA,36.7235543,-120.059914
Front Royal,VA,38.9178538,-78.1917718
Clearlake,CA,38.9582307,-122.626372
Hugo,MN,45.159967,-92.9932734
Clarksburg,WV,39.2806451,-80.3445341
Lynden,WA,48.9466041,-122.4569315
Mineral Wells,TX,32.8084605,-98.1128223
Johnstown,CO,40.36544125,-104.9483435
Bay Village,OH,41.484996,-81.9208434
Newton,IA,41.6996927,-93.0537592
Weston,WI,44.640009,-90.61875602
College Park,GA,33.6534427,-84.4493725
Grovetown,GA,33.4504157,-82.1981764
Warsaw,IN,41.2381017,-85.8530544
Dixon,IL,41.8425197,-89.4814291
Americus,GA,32.0723862,-84.2326876
West Park,FL,25.98414895,-80.20246373
Jamestown,ND,46.910544,-98.708436
West Richland,WA,46.3003915,-119.3473121
Rutland,VT,43.6063341,-72.9802745
Oldsmar,FL,28.04350425,-82.67564742
Morris,IL,41.3574135,-88.4215234
Kenmore,NY,42.961748,-78.870914
Depew,NY,42.9022047,-78.6956723
Susanville,CA,40.4162842,-120.6530063
Laurinburg,NC,34.7740495,-79.4628248
Anna,TX,33.34928,-96.54938
Vandalia,OH,39.8906122,-84.1988308
Great Bend,KS,38.3625063,-98.7804087
Williamsburg,VA,37.2708788,-76.7074042
Beech Grove,IN,39.7221906,-86.0894158
Beech Grove,IN,39.7221906,-86.0894158
Newport,KY,39.0889469,-84.4919524
Henderson,NC,36.3295905,-78.3991638
Ferndale,WA,48.8466698,-122.589723
Livingston,CA,37.3868826,-120.723532
Whitewater,WI,42.8336422,-88.7292679
Clarksdale,MS,34.2006479,-90.5702071
Greeneville,TN,36.1631575,-82.8309861
Eden,NC,36.4884715,-79.7667026
Franklin Park,PA,40.5834009,-80.0878352
Ramsey,NJ,41.0573188,-74.1409771
Kilgore,TX,32.3860733,-94.8758518
Salem Lakes,WI,42.5443642,-88.1088522
Jackson,MO,39.03540865,-94.35835358
Mount Washington,KY,38.0500627,-85.5457877
Jacksonville,TX,31.963778,-95.2705042
Grimes,IA,41.6883214,-93.7910575
Lebanon,MO,37.6806669,-92.6637835
Gloversville,NY,43.0508945,-74.3452991
Carthage,MO,37.1765141,-94.3103412
Tonawanda,NY,43.020679,-78.878383
Mount Vernon,IL,38.3172715,-88.9031201
Calera,AL,33.1035045,-86.7505733
Youngsville,LA,30.0996471,-91.9901206
Royse City,TX,32.9761045,-96.331334
Worthington,OH,40.0930945,-83.0179593
Yankton,SD,42.8950275,-97.39717622
Southern Pines,NC,35.1740471,-79.3922539
Saraland,AL,30.820742,-88.0705556
Paradise Valley,AZ,33.5428006,-111.9556001
Pewaukee,WI,43.0805651,-88.2612045
Hereford,TX,34.8245521,-102.398778
Falls Church,VA,38.882334,-77.1710914
Natchez,MS,31.5604076,-91.403171
Port Orchard,WA,47.5315625,-122.6384056
Jennings,MO,38.719184,-90.2611199
Muscle Shoals,AL,34.7451786,-87.6686733
Mountain Home,ID,43.1329504,-115.691197
Scottsbluff,NE,41.862302,-103.6627088
Metuchen,NJ,40.5431598,-74.3632049
Red Bluff,CA,40.1784279,-122.235923
Grain Valley,MO,39.0187651,-94.1976452
Mount Dora,FL,28.81874675,-81.64585724
Rio Grande City,TX,26.3827771,-98.8205251
Sterling,CO,40.6255415,-103.207709
Glasgow,KY,36.995906,-85.9124842
Fraser,MI,42.539202,-82.9493652
Corinth,MS,34.9343599,-88.5223353
Hartselle,AL,34.4435937,-86.9347899
Sterling,IL,41.788642,-89.6962194
Tenafly,NJ,40.9253766,-73.9629154
Owosso,MI,42.9975968,-84.1720541
Scottsboro,AL,34.6731323,-86.0338765
Thibodaux,LA,29.7957633,-90.822871
Robbinsdale,MN,45.0313156,-93.3395843
Batavia,NY,42.9980144,-78.1875515
Chippewa Falls,WI,44.9369054,-91.3929348
Midlothian,IL,41.6253116,-87.7175491
Roanoke Rapids,NC,36.4610756,-77.6548026
Alexander City,AL,32.944012,-85.9538532
Ozark,AL,31.4584764,-85.6405865
Glens Falls,NY,43.309941,-73.644447
Mill Valley,CA,37.9060368,-122.5449763
Destin,FL,30.3935337,-86.4957834
Lewisville,NC,36.0970819,-80.4192216
East Wenatchee,WA,47.4156824,-120.2931263
Lindenhurst,IL,42.4105765,-88.0261911
Phillipsburg,NJ,40.6937099,-75.1901761
Moultrie,GA,31.179998,-83.7887928
Covington,GA,33.5967815,-83.8601827
California City,CA,35.125801,-117.9859038
Auburn,CA,38.8945939,-121.0739897
Fairview,NJ,40.8126006,-73.999028
Hopatcong,NJ,40.9332051,-74.6600975
Hidalgo,TX,26.3530256,-98.216445
Gardendale,AL,33.6601033,-86.8127702
Antioch,IL,42.4767131,-88.0950691
Johnson City,NY,42.1157038,-75.9587873
Hawaiian Gardens,CA,33.8284787,-118.0743137
Hendersonville,NC,35.3187279,-82.4609528
Norridge,IL,41.9633641,-87.827284
Seabrook,TX,29.5633199,-95.019723
Sauk Rapids,MN,45.5913275,-94.1673802
Greendale,WI,42.9405711,-87.9959191
Lockhart,TX,29.8832105,-97.6736292
New Franklin,OH,40.9526931,-81.565937
Chelsea,AL,33.3467195,-86.63644825
Pineville,LA,31.3224044,-92.4343035
Greensburg,PA,40.3014581,-79.5389289
Andrews,TX,32.2690953,-102.6042447
Willowick,OH,41.633103,-81.468727
Hudson,WI,44.9751273,-92.7556281
Washington Court House,OH,39.5364511,-83.4390843
Chesterton,IN,41.6105938,-87.0641992
Washington,MO,37.9559513,-90.879099
King City,CA,36.2127439,-121.126028
Fort Payne,AL,34.4442547,-85.7196893
Callaway,FL,30.1529791,-85.5699252
Waunakee,WI,43.1919373,-89.4556749
Circleville,OH,39.600618,-82.9460133
Wixom,MI,42.5247729,-83.5363339
Pell City,AL,33.5862149,-86.2860888
Bay St. Louis,MS,30.3132453,-89.3343223
Athens,TN,35.4428864,-84.5930113
Havre de Grace,MD,39.5491329,-76.095817
Monroe,OH,39.4432691,-84.363365
D'Iberville,MS,30.45843165,-88.89766223
Cayce,SC,33.9657091,-81.0739827
Reidsville,NC,36.3548586,-79.6644748
Hutchinson,MN,44.8877401,-94.3697057
Dallas,GA,33.9237141,-84.8407732
Beacon,NY,41.504879,-73.9696822
Frederick,CO,40.0991506,-104.937199
North Mankato,MN,44.1732916,-94.0338055
Glenpool,OK,35.92959495,-96.01601566
Hammonton,NJ,39.6365056,-74.8023853
Chicago Ridge,IL,41.7014217,-87.7792196
Miami Springs,FL,25.8223198,-80.289495
Fulshear,TX,29.690292,-95.8996261
Oneonta,NY,42.453492,-75.0629531
Allouez,WI,44.4774269,-88.0163556
Princeton,TX,33.1801161,-96.4980424
Collingswood,NJ,39.9181686,-75.071284
Cahokia,IL,38.5713356,-90.1876115
Deming,NM,32.2627416,-107.7581979
Atlantic Beach,FL,30.3344077,-81.398696
Pierre,SD,44.3683644,-100.351136
Manor,TX,30.3420882,-97.555905
Ephrata,PA,40.1799111,-76.1789242
Richmond Hill,GA,31.9382381,-81.3035515
Dumas,TX,35.8583842,-101.972857
Monticello,MN,45.3053901,-93.7939996
Alexandria,MN,45.8835101,-95.3745015
Forrest City,AR,35.0081474,-90.7898342
Bloomsburg,PA,41.0044958,-76.4537302
Fergus Falls,MN,46.283015,-96.077558
Whitefish Bay,WI,43.1133445,-87.9000856
Bexley,OH,39.9692378,-82.936864
McMinnville,TN,35.683404,-85.7699816
Palmetto,FL,27.5214269,-82.5723193
Harper Woods,MI,42.4333367,-82.9238847
