835,Mentor,Ohio,47262,-6.10%,41.6664781,-81.3399769
836,Keller,Texas,47213,68.70%,32.9299655,-97.2271249
837,Roseville,Michigan,47018,-2.10%,42.4972583,-82.9371409
838,Elmhurst,Illinois,46746,8.40%,41.8994745,-87.9403418
839,Mansfield,Ohio,46599,-9.80%,40.75839,-82.5154471
840,Titusville,Florida,46580,13.60%,28.6122187,-80.8075538
841,Euclid,Ohio,46550,-11.50%,41.5931049,-81.5267873
842,Salina,Kansas,46550,1.60%,38.8402805,-97.6114237
843,Charleston,West Virginia,46536,-12.70%,38.3505995,-81.6332812
844,Prescott Valley,Arizona,46515,90.40%,34.6100243,-112.315721
845,Everett,Massachusetts,46451,21.30%,42.40843,-71.0536625
846,Middletown,Connecticut,46258,1.20%,41.5623178,-72.6509061
847,Biloxi,Mississippi,46212,-8.80%,30.4007626,-88.8893818
848,Alexandria,Louisiana,46180,-0.70%,31.2909782,-92.4616292
849,Fort Pierce,Florida,46103,14.40%,27.4467056,-80.3256056
850,Winter Garden,Florida,46051,196.20%,28.5656649,-81.5856742
851,Oro Valley,Arizona,46044,40.50%,32.4095168,-110.9806463
852,Morgan Hill,California,45952,34.50%,37.130408,-121.6544974
853,Rockwall,Texas,45888,143.60%,32.8923464,-96.4066987
854,Hattiesburg,Mississippi,45863,-0.50%,31.3271189,-89.2903392
855,Coachella,California,45743,100.00%,33.68656595,-116.1532775
856,Wake Forest,North Carolina,45629,248.90%,35.9803138,-78.5103731
857,Cleveland,Tennessee,45504,21.40%,35.1595182,-84.8766115
858,Attleboro,Massachusetts,45237,7.80%,41.9438129,-71.2806515
859,Oakland Park,Florida,45202,7.20%,26.1801443,-80.1372006
860,Huntington,West Virginia,45110,-12.80%,38.4192496,-82.445154
861,Winter Haven,Florida,44955,63.90%,28.0222435,-81.7328568
862,Strongsville,Ohio,44660,1.70%,41.3144733,-81.83511
863,Danville,California,44510,6.50%,37.8215929,-121.99996
864,Barnstable Town,Massachusetts,44477,-7.40%,41.7001132,-70.2994666
865,Riverton,Utah,44440,75.50%,40.5179761,-111.9393701
866,The Colony,Texas,44438,64.10%,33.0890094,-96.8863922
867,Binghamton,New York,44399,-6.00%,42.0987125,-75.9125262
868,Urbandale,Iowa,44379,50.40%,41.6274552,-93.7380624
869,Farmington,New Mexico,44372,15.40%,36.7291152,-108.205445
870,Plainfield,Illinois,44308,222.30%,41.6086711,-88.2054345
871,Lombard,Illinois,44303,3.80%,41.8864687,-88.0201536
872,Prescott,Arizona,44299,28.90%,34.5399962,-112.4687616
873,North Lauderdale,Florida,44262,14.70%,26.217305,-80.2258811
874,Blacksburg,Virginia,44233,11.00%,37.2296566,-80.4136767
875,Hackensack,New Jersey,44188,3.10%,40.8871438,-74.0410865
876,Sayreville,New Jersey,44173,9.00%,40.4635362,-74.3618499
877,Altamonte Springs,Florida,44143,6.80%,28.6619154,-81.3885899
878,El Centro,California,44079,15.60%,32.792,-115.5630514
879,Sherman,Texas,44002,24.90%,36.2452294,-101.8858689
880,Cleveland Heights,Ohio,43992,-13.10%,41.5200518,-81.556235
881,Bountiful,Utah,43981,6.20%,40.8894611,-111.8804817
882,York,Pennsylvania,43932,6.40%,39.9624624,-76.727707
883,Peachtree Corners,Georgia,43905,,33.9701009,-84.2215869
884,Haltom City,Texas,43874,12.10%,32.7995738,-97.2691817
885,Spring Hill,Tennessee,43769,430.40%,35.751179,-86.9300023
886,Ormond Beach,Florida,43759,19.70%,29.2854132,-81.0557921
887,Cutler Bay,Florida,43718,44.20%,25.5783,-80.3377
888,Goose Creek,South Carolina,43665,38.30%,32.9961038,-80.0387292
889,Moorhead,Minnesota,43652,34.40%,46.8739081,-96.7538674
890,Westfield,Indiana,43649,182.30%,40.04792895,-86.16580874
891,Concord,New Hampshire,43627,7.00%,43.207178,-71.537476
892,Altoona,Pennsylvania,43364,-12.20%,40.518681,-78.394736
893,Rohnert Park,California,43291,4.60%,38.3396367,-122.7010984
894,Fond du Lac,Wisconsin,43263,2.40%,43.7748763,-88.4458033
895,Brea,California,43255,21.70%,33.9170444,-117.888855
896,Gainesville,Georgia,43232,64.10%,34.2978794,-83.8240663
897,Salem,Massachusetts,43226,6.80%,42.5195292,-70.8967226
898,Sierra Vista,Arizona,43045,13.80%,31.5545973,-110.2997756
899,North Miami Beach,Florida,43041,3.10%,25.9331488,-80.1625463
900,Freeport,New York,42956,-1.90%,40.6576071,-73.5835826
901,Mankato,Minnesota,42931,31.70%,44.1634663,-93.9993505
902,Gallatin,Tennessee,42918,82.10%,36.3883031,-86.4475898
903,Lompoc,California,42853,3.90%,34.6391501,-120.4579409
904,DeKalb,Illinois,42847,9.30%,41.8903447,-88.7713953
905,Burlington,Vermont,42819,7.40%,44.4761601,-73.212906
906,San Bruno,California,42807,6.50%,37.6261715,-122.4332435
907,Brentwood,Tennessee,42783,62.40%,36.0325687,-86.7825235
908,Jefferson City,Missouri,42708,5.20%,38.577359,-92.1724265
909,Edmonds,Washington,42605,7.70%,47.8105738,-122.3774952
910,Apache Junction,Arizona,42571,32.60%,33.4150485,-111.549577
911,Fairfield,Ohio,42558,1.00%,39.3458953,-84.5605031
912,Oakley,California,42543,64.50%,37.9974219,-121.7124536
913,Linden,New Jersey,42361,7.30%,40.6220478,-74.2445902
914,Puyallup,Washington,42361,22.70%,47.1849009,-122.29214
915,Huntsville,Texas,42241,20.10%,30.7235263,-95.5507771
916,Urbana,Illinois,42214,11.50%,40.1117174,-88.207301
917,Beverly,Massachusetts,42174,5.80%,42.5584284,-70.8800491
918,State College,Pennsylvania,42160,9.80%,40.7944504,-77.8616386
919,Pittsfield,Massachusetts,42142,-7.70%,42.451302,-73.260018
920,Schertz,Texas,42042,99.70%,29.5641617,-98.2695702
921,Bell Gardens,California,42012,-4.70%,33.9694561,-118.1503953
922,Oviedo,Florida,41860,58.30%,28.6702526,-81.2084941
923,Grove City,Ohio,41820,51.20%,39.8814519,-83.0929645
924,Campbell,California,41793,7.30%,37.2870626,-121.9448818
925,Wentzville,Missouri,41784,459.50%,38.8244136,-90.8683119
926,Woonsocket,Rhode Island,41751,-3.50%,42.0028761,-71.5147839
927,La Quinta,California,41748,69.80%,33.6654913,-116.2776956
928,Leominster,Massachusetts,41716,0.50%,42.5267443,-71.7614891
929,Midland,Michigan,41701,-0.20%,43.6155825,-84.2472117
930,Weslaco,Texas,41629,44.60%,26.1594305,-97.9907362
931,Newnan,Georgia,41581,152.40%,33.3806716,-84.7996573
932,Shakopee,Minnesota,41570,97.10%,44.7980186,-93.5268986
933,Brighton,Colorado,41554,95.10%,39.983721,-104.8110775
934,Rancho Palos Verdes,California,41530,0.70%,33.7483311,-118.3707683
935,Pine Bluff,Arkansas,41474,-24.60%,34.2157064,-92.0140402
936,Coppell,Texas,41421,13.20%,32.9552598,-97.0155703
937,Bremerton,Washington,41405,11.20%,47.5653663,-122.6246836
938,Moline,Illinois,41356,-5.90%,41.5067003,-90.5151342
939,Delaware,Ohio,41283,59.40%,40.2986724,-83.067965
940,Findlay,Ohio,41225,5.10%,41.0413873,-83.6503982
941,Westfield,Massachusetts,41204,2.70%,42.1390327,-72.7584859
942,Hickory,North Carolina,41171,9.20%,35.7333312,-81.3442915
943,Shelton,Connecticut,41129,7.60%,41.3164856,-73.0931641
944,Greenacres,Florida,41117,44.00%,26.623679,-80.1253213
945,Westerville,Ohio,41103,15.80%,40.126139,-82.9295287
946,Manassas,Virginia,41085,17.70%,38.7509488,-77.4752667
947,Kearny,New Jersey,41058,1.30%,40.7684342,-74.1454214
948,Los Banos,California,41036,55.90%,37.0592253,-120.8505342
949,Spanish Fork,Utah,40913,97.20%,40.1150133,-111.6547774
950,Belleville,Illinois,40897,-3.40%,38.5200504,-89.9839935
951,Maplewood,Minnesota,40885,15.50%,45.0082216,-93.0456985
952,Bullhead City,Arizona,40884,20.30%,35.1477774,-114.5682983
953,Florence,Alabama,40797,12.20%,34.79981,-87.677251
954,Wilkes-Barre,Pennsylvania,40766,-5.10%,41.2464824,-75.8817316
955,Hollister,California,40740,16.90%,36.8524545,-121.4016021
956,Bartlett,Illinois,40647,10.30%,41.9908485,-88.1850028
957,Fitchburg,Massachusetts,40638,4.10%,42.5903661,-71.8119837
958,Cape Girardeau,Missouri,40559,14.30%,37.3034933,-89.5230357
959,Cedar Falls,Iowa,40536,11.90%,42.5274123,-92.4453179
960,Lancaster,Ohio,40505,14.00%,39.7136754,-82.5993294
961,Buffalo Grove,Illinois,40494,-6.40%,42.1514146,-87.959794
962,Royal Palm Beach,Florida,40396,83.80%,26.7017553,-80.22338423
963,Hutchinson,Kansas,40383,-3.40%,38.0608444,-97.9297743
964,Marion,Iowa,40359,51.90%,41.3144108,-93.1010141
965,Covington,Kentucky,40341,-6.10%,39.0836224,-84.508371
966,Columbia,Tennessee,40335,21.10%,35.6150716,-87.0352831
967,Friendswood,Texas,40290,37.90%,29.5293998,-95.2010447
968,Indian Trail,North Carolina,40252,195.40%,35.0768141,-80.6692352
969,Woburn,Massachusetts,40228,7.50%,42.4792618,-71.1522766
970,Holyoke,Massachusetts,40117,0.50%,42.2071434,-72.60765
971,Hagerstown,Maryland,40100,9.00%,39.6419219,-77.7202641
972,Montclair,California,40083,18.10%,34.0775104,-117.6897776
973,Danville,Virginia,40044,-17.00%,36.5859718,-79.3950228
974,Quincy,Illinois,39949,-1.80%,39.9356016,-91.4098727
975,San Gabriel,California,39899,0.00%,34.0990733,-118.1085682
976,Hilton Head Island,South Carolina,39861,17.30%,32.1618488,-80.7512616
977,Hallandale Beach,Florida,39847,15.90%,25.98584285,-80.14118352
978,Crystal Lake,Illinois,39829,3.80%,42.2411344,-88.3161965
979,Calexico,California,39825,45.60%,32.6790572,-115.498703
980,Lake Oswego,Oregon,39822,11.50%,45.4206749,-122.670649
981,Romeoville,Illinois,39746,79.90%,41.6475306,-88.0895061
982,Plant City,Florida,39744,31.50%,28.01633,-82.1234803
983,Keizer,Oregon,39713,22.60%,44.9969,-123.0266267
984,New Berlin,Wisconsin,39691,3.20%,42.976453,-88.1090391
985,Chelsea,Massachusetts,39690,13.00%,42.3917638,-71.0328284
986,Sumter,South Carolina,39642,-2.40%,33.9204354,-80.3414693
987,La Puente,California,39614,-3.60%,34.01979,-117.9503677
988,Roy,Utah,39613,19.00%,41.1617999,-112.0261903
989,Marlborough,Massachusetts,39597,8.10%,42.3459271,-71.5522874
990,Milton,Georgia,39587,155.00%,34.1135408,-84.2695169
991,Issaquah,Washington,39509,128.30%,47.5348778,-122.0432974
992,Lancaster,Texas,39228,50.80%,32.5920798,-96.7561083
993,Streamwood,Illinois,39228,7.10%,42.0255827,-88.1784085
994,Germantown,Tennessee,39225,3.70%,35.0867577,-89.8100858
995,Annapolis,Maryland,39223,8.90%,38.9786401,-76.492786
996,Carol Stream,Illinois,39203,-3.10%,41.9125286,-88.1347927
997,Culver City,California,39185,0.70%,34.0211224,-118.396466
998,Hobbs,New Mexico,39141,36.70%,32.707667,-103.1311314
999,Lynnwood,Washington,39141,15.60%,47.8278656,-122.3053932
1000,Mooresville,North Carolina,39132,100.70%,35.5848596,-80.8100724
1001,Brookfield,Wisconsin,39115,0.90%,43.0605671,-88.1064787
1002,Olive Branch,Mississippi,38924,82.50%,34.9617605,-89.8295315
1003,Northglenn,Colorado,38819,19.60%,39.9100858,-104.987552
1004,Hot Springs,Arkansas,38797,7.60%,34.4929465,-93.06551559
1005,Norwich,Connecticut,38768,7.20%,41.5243537,-72.0759008
1006,Warren,Ohio,38752,-19.40%,41.237557,-80.818417
1007,Duncanville,Texas,38751,7.30%,32.6518004,-96.9083366
1008,Hurst,Texas,38655,6.30%,32.8234621,-97.1705678
1009,Clermont,Florida,38654,270.30%,28.5494447,-81.7728543
1010,Wheeling,Illinois,38646,6.50%,42.138889,-87.9310944
1011,Fort Lee,New Jersey,38605,8.10%,40.8509333,-73.9701382
1012,Wausau,Wisconsin,38561,-0.10%,44.9596017,-89.6298239
1013,Pacifica,California,38546,0.40%,37.6138253,-122.4869194
1014,Florence,South Carolina,38531,22.20%,34.1984435,-79.7671658
1015,Lake Worth,Florida,38526,8.10%,26.615891,-80.0691435
1016,Longview,Washington,38440,10.70%,46.1377048,-122.9344623
1017,Eagle Mountain,Utah,38391,1190.00%,40.3093488,-112.0119825
1018,Reynoldsburg,Ohio,38327,19.00%,39.9547861,-82.8121191
1019,Clovis,New Mexico,38319,17.60%,34.405472,-103.2050709
1020,Tupelo,Mississippi,38312,11.70%,34.2576067,-88.7033859
1021,Rosenberg,Texas,38307,58.00%,29.5571825,-95.8085623
1022,Martinez,California,38297,6.50%,38.0138934,-122.1338674
1023,Pleasant Grove,Utah,38258,62.80%,40.3640349,-111.7386884
1024,Grants Pass,Oregon,38170,29.70%,42.4393707,-123.3272489
1025,Dover,Delaware,38166,18.50%,39.158168,-75.5243682
1026,Huber Heights,Ohio,38154,-0.20%,39.85902405,-84.11141952
1027,Stanton,California,38139,1.50%,33.79410005,-117.9951006
1028,Menomonee Falls,Wisconsin,38014,16.20%,43.1790768,-88.1170784
1029,Waxahachie,Texas,37988,75.10%,32.3944908,-96.8439365
1030,Holly Springs,North Carolina,37812,273.50%,35.6512655,-78.8336218
1031,Atlantic City,New Jersey,37743,-6.60%,39.3642852,-74.4229351
1032,Cottage Grove,Minnesota,37604,22.50%,44.8277446,-92.9438218
1033,Valley Stream,New York,37431,3.00%,40.6631362,-73.7056955
1034,Hanover Park,Illinois,37426,-2.20%,41.9994722,-88.1450735
1035,Spartanburg,South Carolina,37399,-6.80%,34.9498007,-81.9320157
1036,Oregon City,Oregon,37339,39.80%,45.3573429,-122.6067583
1037,Winter Springs,Florida,37312,19.80%,28.6987064,-81.3054759
1038,Carpentersville,Illinois,37254,19.60%,42.1211364,-88.2578582
1039,Wildomar,California,37229,76.40%,33.5939372,-117.2414989
1040,Greenfield,Wisconsin,37221,5.00%,42.9614039,-88.0125865
1041,Braintree Town,Massachusetts,37190,,42.20453615,-71.01817063
1042,Rock Island,Illinois,37176,-6.20%,41.4411786,-90.5766144
1043,Muskogee,Oklahoma,37113,-5.20%,35.7478769,-95.3696909
1044,West Fargo,North Dakota,37058,138.50%,46.874967,-96.900362
1045,Mount Juliet,Tennessee,37029,161.20%,36.200055,-86.5186054
1046,San Juan,Texas,37008,38.70%,26.1892409,-98.1552872
1047,Portage,Indiana,36988,10.00%,41.5758708,-87.1761455
1048,Aventura,Florida,36987,46.30%,25.9564812,-80.1392121
1049,Owasso,Oklahoma,36957,95.30%,36.2659698,-95.8548557
1050,Park Ridge,Illinois,36950,-2.20%,42.0112329,-87.8406031
1051,Beloit,Wisconsin,36926,3.00%,42.5083272,-89.031784
1052,New Albany,Indiana,36843,-2.60%,38.2856247,-85.8241312
1053,Benton,Arkansas,36820,59.80%,36.3456186,-94.2670404
1054,Rome,Georgia,36716,3.20%,34.257038,-85.1646726
1055,Lima,Ohio,36659,-12.20%,40.7399785,-84.105006
1056,Muskegon,Michigan,36565,-8.70%,43.2341813,-86.2483921
1057,Bettendorf,Iowa,36543,16.70%,41.5252761,-90.5096386
1058,Dunedin,Florida,36537,0.70%,28.0197404,-82.7717684
1059,Hilliard,Ohio,36534,49.60%,40.033814,-83.1596108
1060,Phenix City,Alabama,36487,28.30%,32.4709761,-85.0007653
1061,Addison,Illinois,36482,0.10%,41.931696,-87.9889556
1062,Lebanon,Tennessee,36479,77.90%,36.2079779,-86.2910945
1063,West Hollywood,California,36475,1.60%,34.0923014,-118.3692894
1064,Roseville,Minnesota,36457,8.10%,45.0060767,-93.1566107
1065,Tucker,Georgia,36395,,33.85162905,-84.22374317
1066,Moorpark,California,36375,14.20%,34.285558,-118.8820414
1067,Richfield,Minnesota,36354,5.60%,44.8766431,-93.2877877
1068,Meridian,Mississippi,36347,-12.00%,32.3643098,-88.703656
1069,Monrovia,California,36331,-1.80%,34.1483499,-118.0014517
1070,Kearns metro township,Utah,36330,,None,None
1071,Oak Creek,Wisconsin,36325,27.10%,42.8858503,-87.8631362
1072,Lincoln Park,Michigan,36321,-9.20%,42.2505943,-83.1785361
1073,Texarkana,Texas,36317,4.20%,33.44667445,-94.07714831
1074,Claremont,California,36266,6.40%,34.0966764,-117.7197785
1075,Oswego,Illinois,36252,160.80%,41.6834778,-88.3525714
1076,Post Falls,Idaho,36250,99.80%,47.7110106,-116.9480877
1077,Lewiston,Maine,36225,1.60%,44.100351,-70.2147764
1078,Peachtree City,Georgia,36223,14.10%,33.3967829,-84.5957629
1079,Lauderdale Lakes,Florida,36194,15.80%,26.1667184,-80.2085565
1080,Richmond,Kentucky,36157,30.40%,37.7478572,-84.2946539
1081,Bartlesville,Oklahoma,36144,3.90%,36.7494864,-95.9782966
1082,Tooele,Utah,36015,55.70%,40.4062872,-113.1966394
1083,Mount Vernon,Washington,36006,34.50%,48.4200462,-122.32642
1084,Leavenworth,Kansas,35957,1.30%,39.345184,-94.921703
1085,Prattville,Alabama,35957,37.60%,32.4640245,-86.4596966
1086,Watertown Town,Massachusetts,35939,,42.3678613,-71.1874398
1087,Calumet City,Illinois,35913,-7.90%,41.616016,-87.5295837
1088,San Juan Capistrano,California,35911,5.90%,33.5016932,-117.6625509
1089,Marion,Ohio,35883,-3.70%,40.5886259,-83.1287349
1090,Franklin,Wisconsin,35811,20.60%,42.888627,-88.0384195
1091,Temple City,California,35811,6.60%,34.1082994,-118.0577568
1092,Cooper City,Florida,35800,25.90%,26.0474608,-80.27384418
1093,Del Rio,Texas,35760,5.20%,29.3655405,-100.894698
1094,El Mirage,Arizona,35753,326.90%,33.6130338,-112.3244866
1095,La Vergne,Tennessee,35716,88.50%,36.0156178,-86.5819394
1096,Inver Grove Heights,Minnesota,35672,19.40%,44.8479039,-93.0428119
1097,Monroe,North Carolina,35540,29.70%,34.9854275,-80.5495112
1098,Bell,California,35521,-3.20%,33.9747806,-118.1866361
1099,Gahanna,Ohio,35483,9.00%,40.0195625,-82.8791363
1100,Riviera Beach,Florida,35463,18.60%,26.784343,-80.0650293
1101,Wildwood,Missouri,35432,7.10%,38.5806948,-90.6314374
1102,Upper Arlington,Ohio,35366,5.00%,39.9945084,-83.0624078
1103,Richmond,Indiana,35342,-9.60%,39.8286897,-84.8898521
1104,Plainfield,Indiana,35287,71.80%,39.7042123,-86.3994387
1105,Manhattan Beach,California,35183,3.50%,33.8915985,-118.3951241
1106,Lufkin,Texas,35021,5.00%,31.3386242,-94.7288558
1107,Gadsden,Alabama,35000,-9.90%,34.010929,-85.9989596
1108,Georgetown,Kentucky,34992,88.80%,38.2097967,-84.5588311
1109,La Porte,Texas,34976,9.00%,29.6657838,-95.0193729
1110,Englewood,Colorado,34917,9.20%,39.6482059,-104.9879641
1111,Brunswick,Ohio,34880,3.90%,41.2456819,-81.8275398
1112,East Point,Georgia,34875,-13.90%,33.6795531,-84.4393724
1113,DeLand,Florida,34851,,29.0283213,-81.3031098
1114,Pleasant Hill,California,34839,5.30%,37.9479786,-122.0607963
1115,Merrillville,Indiana,34792,13.80%,41.4828144,-87.3328139
1116,Stow,Ohio,34785,7.20%,41.1596261,-81.4406258
1117,San Luis,Arizona,34778,121.30%,32.4934395,-114.7737551
1118,Cedar City,Utah,34764,67.60%,37.6774238,-113.061827
1119,McMinnville,Oregon,34743,30.10%,45.2100367,-123.194463
1120,Leawood,Kansas,34727,24.90%,38.966673,-94.6169012
1121,Cookeville,Tennessee,34706,31.40%,36.1623886,-85.4997057
1122,Menlo Park,California,34698,12.70%,37.4519671,-122.1779927
1123,Myrtle Beach,South Carolina,34695,43.40%,33.6956461,-78.8900409
1124,Panama City,Florida,34667,-5.80%,30.1600827,-85.6545729
1125,Sun Prairie,Wisconsin,34661,67.00%,43.1834579,-89.2134359
1126,Pullman,Washington,34506,37.80%,46.7304268,-117.173895
1127,Vestavia Hills,Alabama,34413,11.30%,33.4487989,-86.7879492
1128,North Ridgeville,Ohio,34392,53.30%,41.3894905,-82.0190321
1129,Socorro,Texas,34370,23.70%,31.654557,-106.3033146
1130,Randolph Town,Massachusetts,34362,,42.1613358,-71.0429353
1131,Wenatchee,Washington,34360,19.50%,47.4234599,-120.3103494
1132,Norristown,Pennsylvania,34341,9.60%,40.121497,-75.3399048
1133,Goshen,Indiana,34217,14.60%,41.5824086,-85.834366
1134,Butte-Silver Bow,Montana,34207,1.10%,46.0131505,-112.536508
1135,Goldsboro,North Carolina,34186,-14.80%,35.3848841,-77.9927651
1136,Parkland,Florida,34170,137.80%,26.32540565,-80.27393698
1137,University City,Missouri,34165,-9.40%,38.6569083,-90.3103443
1138,Midvale,Utah,34124,26.00%,40.6149174,-111.9106607
1139,Franklin Town,Massachusetts,34087,,42.08853535,-71.40153163
1140,Kennesaw,Georgia,34077,59.10%,34.0234337,-84.6154897
1141,Adelanto,California,34049,87.20%,34.5827699,-117.409215
1142,Torrington,Connecticut,34044,-3.30%,41.8006523,-73.1212214
1143,University Place,Washington,34001,13.20%,47.2368034,-122.552067
1144,Chester,Pennsylvania,34000,-7.80%,39.849557,-75.3557458
1145,Douglasville,Georgia,33992,74.60%,33.7514966,-84.7477136
1146,Salisbury,North Carolina,33988,11.10%,35.6709727,-80.4742261
1147,Lake Stevens,Washington,33911,168.10%,48.0197794,-122.0660914
1148,Foster City,California,33901,17.70%,37.5600336,-122.2688522
1149,Valparaiso,Indiana,33897,19.90%,41.4730948,-87.0611412
1150,Fairborn,Ohio,33876,7.50%,39.8208998,-84.0193858
1151,Estero,Florida,33871,,26.4381474,-81.8067537
1152,Mason,Ohio,33870,50.60%,39.3600586,-84.309939
1153,Kearney,Nebraska,33867,23.10%,40.4906216,-98.9472344
1154,Cottonwood Heights,Utah,33843,-3.70%,40.613474,-111.8256464
1155,Beverly Hills,California,33792,-0.30%,34.0696501,-118.3963062
1156,Seaside,California,33748,1.90%,36.62593,-121.8169383
1157,Dalton,Georgia,33665,18.80%,34.7691867,-84.9702475
1158,San Dimas,California,33621,-4.00%,34.085315,-117.8408327
1159,Glendale Heights,Illinois,33617,5.00%,41.919522,-88.07663651
1160,Dana Point,California,33577,-4.50%,33.4669721,-117.6981075
1161,Weatherford,Texas,33547,73.20%,32.7589648,-97.7970748
1162,Midlothian,Texas,33532,242.20%,32.482361,-96.9944489
1163,Newark,Delaware,33515,14.10%,39.6775927,-75.7630866
1164,Alabaster,Alabama,33487,38.90%,33.2442813,-86.8163773
1165,Deer Park,Texas,33474,17.10%,29.7052284,-95.1238204
1166,Long Beach,New York,33454,-5.70%,40.5885508,-73.6582631
1167,Woodridge,Illinois,33432,7.30%,41.7563344,-88.045559
1168,Greer,South Carolina,33373,86.60%,34.9381361,-82.2272119
1169,Springville,Utah,33310,60.70%,40.1652447,-111.6114726
1170,Saratoga Springs,Utah,33282,2549.80%,40.3491173,-111.904656
1171,Hinesville,Georgia,33273,10.40%,31.8477298,-81.5960354
1172,Copperas Cove,Texas,33235,10.60%,31.124062,-97.9030785
1173,Holland,Michigan,33216,-5.20%,42.7876022,-86.1090828
1174,American Fork,Utah,33161,46.50%,40.3768064,-111.7959146
1175,Andover,Minnesota,33140,23.30%,45.2332985,-93.2913405
1176,Matthews,North Carolina,33138,43.50%,35.1159532,-80.7224386
1177,Helena,Montana,33124,25.60%,46.5927425,-112.036277
1178,Woodstock,Georgia,33039,193.90%,34.1014112,-84.5192192
1179,Florence,Kentucky,33004,39.00%,38.9989499,-84.6266111
1180,Northbrook,Illinois,32958,-1.70%,42.128704,-87.8265089
1181,Statesboro,Georgia,32954,43.70%,32.4490141,-81.7832912
1182,Salisbury,Maryland,32935,41.00%,38.366027,-75.6009964
1183,Walla Walla,Washington,32900,7.80%,46.0667277,-118.3393456
1184,Fair Lawn,New Jersey,32896,4.00%,40.9397796,-74.1312504
1185,St. Charles,Illinois,32887,16.40%,41.9139808,-88.3128183
1186,Nacogdoches,Texas,32877,9.50%,31.5970503,-94.5927451
1187,Lewiston,Idaho,32788,6.20%,46.4195913,-117.0216144
1188,Bay City,Michigan,32717,-10.90%,43.5944677,-83.8888648
1189,Laramie,Wyoming,32711,19.80%,41.311367,-105.591101
1190,Houma,Louisiana,32696,-0.40%,29.5957696,-90.7195348
1191,Massillon,Ohio,32584,3.00%,40.7965119,-81.5231597
1192,Manitowoc,Wisconsin,32579,-4.60%,44.0886059,-87.6575841
1193,Jackson,Michigan,32440,-10.40%,42.2416466,-84.425589
1194,Harker Heights,Texas,32421,83.20%,31.0746347,-97.6590473
1195,Redmond,Oregon,32421,109.80%,44.2726203,-121.1739212
1196,Elk Grove Village,Illinois,32400,-6.70%,42.0041236,-87.9706457
1197,Kaysville,Utah,32390,58.50%,41.0349847,-111.9383931
1198,Lawndale,California,32389,2.00%,33.8885217,-118.3531991
1199,Southlake,Texas,32376,48.30%,32.9412363,-97.1341783
1200,Savage,Minnesota,32362,49.70%,44.7779041,-93.3356204
1201,Des Moines,Washington,32348,9.30%,47.398829,-122.3099093
1202,Bethel Park,Pennsylvania,32345,-3.30%,40.3275697,-80.0394977
1203,Dania Beach,Florida,32271,17.90%,26.0524224,-80.143929
1204,Bangor,Maine,32262,2.50%,44.8011821,-68.7778138
1205,Spring Valley,New York,32261,39.90%,41.1130231,-74.0437839
1206,Dover,New Hampshire,32191,19.30%,43.1981117,-70.8739761
1207,College Park,Maryland,32163,30.10%,38.99203005,-76.9461029
1208,El Paso de Robles (Paso Robles),California,32153,30.30%,35.6389902,-120.6860902
1209,Rome,New York,32148,-7.80%,43.2128473,-75.4557304
1210,Clearfield,Utah,32118,23.50%,41.1134756,-112.0244382
1211,Liberty,Missouri,32100,21.80%,39.246479,-94.419079
1212,Eastpointe,Michigan,32081,-5.70%,42.4683698,-82.9554746
1213,Pekin,Illinois,32045,-5.40%,40.5689849,-89.650105
1214,Westlake,Ohio,32032,0.80%,41.4553232,-81.9179174
1215,Gillette,Wyoming,32030,56.40%,44.290635,-105.501876
1216,Alamogordo,New Mexico,31980,-9.00%,32.9046474,-105.941835
1217,Juneau,Alaska,31974,4.20%,58.3019496,-134.419734
1218,La Verne,California,31974,0.70%,34.1008426,-117.7678355
1219,Garfield,New Jersey,31802,6.70%,40.8814882,-74.113198
1220,West Bend,Wisconsin,31563,11.30%,43.4252776,-88.1834277
1221,Rochester,New Hampshire,31526,10.20%,43.3050631,-70.9753629
1222,Bowling Green,Ohio,31504,6.10%,41.3747744,-83.6513229
1223,Syracuse,Utah,31458,217.70%,41.0895938,-112.0638903
1224,Shawnee,Oklahoma,31436,7.80%,35.3272928,-96.9253004
1225,Sherwood,Arkansas,31436,21.60%,34.8150907,-92.2243153
1226,Sahuarita,Arizona,31421,731.60%,31.9575818,-110.955646
1227,Garner,North Carolina,31407,66.70%,35.7112642,-78.6141709
1228,Miami Lakes,Florida,31367,38.40%,25.91162125,-80.3212748
1229,Petersburg,Virginia,31346,-6.60%,37.227928,-77.4019268
1230,North Olmsted,Ohio,31341,-8.00%,41.4156025,-81.9234726
1231,Wheat Ridge,Colorado,31324,-4.60%,39.766098,-105.0772063
1232,Cleburne,Texas,31295,18.40%,32.3476438,-97.3866837
1233,Cibolo,Texas,31281,879.90%,29.5707831,-98.2330927
1234,Banning,California,31221,31.90%,33.9255685,-116.875289
1235,Laguna Hills,California,31207,-2.50%,33.5948758,-117.6882067
1236,Princeton,New Jersey,31187,130.00%,40.34833555,-74.66842306
1237,Naugatuck,Connecticut,31108,0.20%,41.4860186,-73.0509432
1238,Mundelein,Illinois,31051,-0.20%,42.263079,-88.0039653
1239,Michigan City,Indiana,31015,-5.60%,41.7075394,-86.8950297
1240,Kingman,Arizona,31013,47.40%,35.189443,-114.0530065
1241,San Pablo,California,30990,2.40%,37.9621457,-122.3455263
1242,Fairbanks,Alaska,30917,2.40%,64.8289745,-147.6699169
